UNITID,INSTNM,Institution_Type,Major_Code,CIPDESC,CREDLEV,CREDDESC,Avg_Student_Debt,Earnings_1Yr,Earnings_2Yr,Earnings_3Yr,EARN_MDN_1YR,Earnings_4Yr,Earnings_5Yr
108232.0,Academy of Art University,"Private, for-profit",5007,Fine and Studio Arts.,5,Master's Degree,,32379,21234,23322,50953,37322,40069
108232.0,Academy of Art University,"Private, for-profit",5009,Music.,5,Master's Degree,,,44942,35817,,43847,62287
108232.0,Academy of Art University,"Private, for-profit",5219,"Specialized Sales, Merchandising and  Marketing Operations.",5,Master's Degree,,,,,37909,,
110219.0,Bryan University,"Private, for-profit",5107,Health and Medical Administrative Services.,5,Master's Degree,,,,,,,
110219.0,Bryan University,"Private, for-profit",5122,Public Health.,5,Master's Degree,,,,,,,
110468.0,Alliant International University-San Diego,"Private, for-profit",1310,Special Education and Teaching.,5,Master's Degree,,54156,,,63647,,
110468.0,Alliant International University-San Diego,"Private, for-profit",1311,Student Counseling and Personnel Services.,5,Master's Degree,,,,,62285,,
110468.0,Alliant International University-San Diego,"Private, for-profit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,,53382,52941,,59992,,
110468.0,Alliant International University-San Diego,"Private, for-profit",1314,Teaching English or French as a Second or Foreign Language.,5,Master's Degree,,43968,,,,,
110468.0,Alliant International University-San Diego,"Private, for-profit",4227,Research and Experimental Psychology.,5,Master's Degree,,104061,102600,104147,123985,118741,122786
110468.0,Alliant International University-San Diego,"Private, for-profit",4228,"Clinical, Counseling and Applied Psychology.",5,Master's Degree,,67278,61516,59819,77101,77023,105285
110468.0,Alliant International University-San Diego,"Private, for-profit",4504,Criminology.,5,Master's Degree,,44338,,,,,
110468.0,Alliant International University-San Diego,"Private, for-profit",5115,Mental and Social Health Services and Allied Professions.,5,Master's Degree,,44946,45980,50728,53383,55138,67664
110468.0,Alliant International University-San Diego,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,,42682,57093,49210,,
110468.0,Alliant International University-San Diego,"Private, for-profit",5210,Human Resources Management and Services.,5,Master's Degree,,,38289,,66109,,
110468.0,Alliant International University-San Diego,"Private, for-profit",5213,Management Sciences and Quantitative Methods.,5,Master's Degree,,,,,,,
110778.0,Sofia University,"Private, for-profit",1107,Computer Science.,5,Master's Degree,,,,,,,
110778.0,Sofia University,"Private, for-profit",4299,"Psychology, Other.",5,Master's Degree,,25120,20140,,,,
110778.0,Sofia University,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,,,,,,
112394.0,University of Silicon Valley,"Private, for-profit",5207,Entrepreneurial and Small Business Operations.,5,Master's Degree,,,,,,,
114114.0,Emperor's College of Traditional Oriental Medicine,"Private, for-profit",5133,Alternative and Complementary Medicine and Medical Systems.,5,Master's Degree,,16029,17779,,15228,20304,40546
114123.0,Empire College,"Private, for-profit",2200,Non-Professional General Legal Studies (Undergraduate).,5,Master's Degree,,,,,,,
114354.0,FIDM-Fashion Institute of Design & Merchandising,"Private, for-profit",5299,"Business, Management, Marketing, and Related Support Services, Other.",5,Master's Degree,,,,,,,
114585.0,Five Branches University,"Private, for-profit",5133,Alternative and Complementary Medicine and Medical Systems.,5,Master's Degree,,16011,,21702,,25333,29725
115746.0,Pacifica Graduate Institute,"Private, for-profit",2401,"Liberal Arts and Sciences, General Studies and Humanities.",5,Master's Degree,,,,,,,
115746.0,Pacifica Graduate Institute,"Private, for-profit",4228,"Clinical, Counseling and Applied Psychology.",5,Master's Degree,,39415,43575,37008,40310,56186,57752
115746.0,Pacifica Graduate Institute,"Private, for-profit",4299,"Psychology, Other.",5,Master's Degree,,,,,,,
116226.0,Interior Designers Institute,"Private, for-profit",405,Interior Architecture.,5,Master's Degree,,,,,,,
116226.0,Interior Designers Institute,"Private, for-profit",5004,Design and Applied Arts.,5,Master's Degree,,,,,,,
119775.0,Newschool of Architecture and Design,"Private, for-profit",402,Architecture.,5,Master's Degree,,,,,,,
119775.0,Newschool of Architecture and Design,"Private, for-profit",409,Architectural Sciences and Technology.,5,Master's Degree,,,,,,,
119775.0,Newschool of Architecture and Design,"Private, for-profit",5220,Construction Management.,5,Master's Degree,,54148,,,61030,,
122834.0,Santa Barbara Business College-Bakersfield,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,,,,,,
125231.0,Walden University,"Private, for-profit",901,Communication and Media Studies.,5,Master's Degree,,46723,42682,41139,47157,50766,53701
125231.0,Walden University,"Private, for-profit",1101,"Computer and Information Sciences, General.",5,Master's Degree,,64766,62012,69892,78040,86749,96874
125231.0,Walden University,"Private, for-profit",1110,Computer/Information Technology Administration and Management.,5,Master's Degree,,,,,,,
125231.0,Walden University,"Private, for-profit",1301,"Education, General.",5,Master's Degree,,50519,49843,51796,59485,56613,62717
125231.0,Walden University,"Private, for-profit",1303,Curriculum and Instruction.,5,Master's Degree,,58091,54224,56981,69999,61154,72243
125231.0,Walden University,"Private, for-profit",1304,Educational Administration and Supervision.,5,Master's Degree,,45848,44765,44621,48220,49761,54202
125231.0,Walden University,"Private, for-profit",1311,Student Counseling and Personnel Services.,5,Master's Degree,,39489,,,51399,,
125231.0,Walden University,"Private, for-profit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,,41031,41286,42691,47427,46338,49553
125231.0,Walden University,"Private, for-profit",1313,"Teacher Education and Professional Development, Specific Subject Areas.",5,Master's Degree,,,,,,,
125231.0,Walden University,"Private, for-profit",1399,"Education, Other.",5,Master's Degree,,,,,,,
125231.0,Walden University,"Private, for-profit",3011,Gerontology.,5,Master's Degree,,,,,,,
125231.0,Walden University,"Private, for-profit",3201,Basic Skills and Developmental/Remedial Education.,5,Master's Degree,,,,,,,
125231.0,Walden University,"Private, for-profit",3601,Leisure and Recreational Activities.,5,Master's Degree,,,,,,,
125231.0,Walden University,"Private, for-profit",4201,"Psychology, General.",5,Master's Degree,,41796,41681,39804,46138,50852,52981
125231.0,Walden University,"Private, for-profit",4227,Research and Experimental Psychology.,5,Master's Degree,,,,,46371,,
125231.0,Walden University,"Private, for-profit",4228,"Clinical, Counseling and Applied Psychology.",5,Master's Degree,,41112,42044,43838,45782,48080,55203
125231.0,Walden University,"Private, for-profit",4301,Criminal Justice and Corrections.,5,Master's Degree,,47250,41565,41918,50548,46470,57881
125231.0,Walden University,"Private, for-profit",4303,Homeland Security.,5,Master's Degree,,,57318,55598,,62084,67546
125231.0,Walden University,"Private, for-profit",4400,"Human Services, General.",5,Master's Degree,,41218,38397,40442,46189,44280,50404
125231.0,Walden University,"Private, for-profit",4404,Public Administration.,5,Master's Degree,,50053,50606,54903,55738,62380,71576
125231.0,Walden University,"Private, for-profit",4405,Public Policy Analysis.,5,Master's Degree,,44525,43240,50080,,,52075
125231.0,Walden University,"Private, for-profit",4407,Social Work.,5,Master's Degree,,45721,46009,50231,53563,53534,57974
125231.0,Walden University,"Private, for-profit",5107,Health and Medical Administrative Services.,5,Master's Degree,,60210,58923,60588,65641,71940,79884
125231.0,Walden University,"Private, for-profit",5115,Mental and Social Health Services and Allied Professions.,5,Master's Degree,,42159,41539,43707,48538,49822,56037
125231.0,Walden University,"Private, for-profit",5122,Public Health.,5,Master's Degree,,47603,50939,51761,60943,62332,71859
125231.0,Walden University,"Private, for-profit",5127,Medical Illustration and Informatics.,5,Master's Degree,,64492,69338,68414,75902,78347,84228
125231.0,Walden University,"Private, for-profit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,Master's Degree,,93694,94227,98267,109614,106295,117144
125231.0,Walden University,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,56371,58943,60369,67326,68769,75132
125231.0,Walden University,"Private, for-profit",5203,Accounting and Related Services.,5,Master's Degree,,59915,56641,57366,58099,69720,75276
125231.0,Walden University,"Private, for-profit",5208,Finance and Financial Management Services.,5,Master's Degree,,,,,64609,,
125231.0,Walden University,"Private, for-profit",5210,Human Resources Management and Services.,5,Master's Degree,,45507,49784,49846,52928,57596,63249
125231.0,Walden University,"Private, for-profit",5212,Management Information Systems and Services.,5,Master's Degree,,52969,67660,69365,76732,79157,88911
125231.0,Walden University,"Private, for-profit",5214,Marketing.,5,Master's Degree,,,,,55620,,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",1101,"Computer and Information Sciences, General.",5,Master's Degree,,72736,62012,64938,84178,84051,87800
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",1107,Computer Science.,5,Master's Degree,,82493,74200,82890,87781,94664,104843
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",1110,Computer/Information Technology Administration and Management.,5,Master's Degree,,63476,60568,55814,78032,71643,76939
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",1409,Computer Engineering.,5,Master's Degree,,,,,,,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",1410,"Electrical, Electronics and Communications Engineering.",5,Master's Degree,,,,,,,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",1427,Systems Engineering.,5,Master's Degree,,,89530,,,,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",4301,Criminal Justice and Corrections.,5,Master's Degree,,36143,30771,28102,41866,38039,42510
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",4303,Homeland Security.,5,Master's Degree,,49829,41937,41427,44450,45778,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",5107,Health and Medical Administrative Services.,5,Master's Degree,,30247,,,57757,,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,Master's Degree,,,,,137341,,
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,49539,47957,45595,63087,54528,61400
126827.0,Colorado Technical University-Colorado Springs,"Private, for-profit",5203,Accounting and Related Services.,5,Master's Degree,,40310,50856,58663,58952,,
127945.0,Rocky Mountain College of Art and Design,"Private, for-profit",1305,Educational/Instructional Media Design.,5,Master's Degree,,,,,,,
127945.0,Rocky Mountain College of Art and Design,"Private, for-profit",5004,Design and Applied Arts.,5,Master's Degree,,,,,,,
130183.0,Post University,"Private, for-profit",1301,"Education, General.",5,Master's Degree,,52478,52334,52470,58543,57342,67221
130183.0,Post University,"Private, for-profit",1304,Educational Administration and Supervision.,5,Master's Degree,,,,,59811,,
130183.0,Post University,"Private, for-profit",4400,"Human Services, General.",5,Master's Degree,,52762,50231,47844,57109,51140,58996
130183.0,Post University,"Private, for-profit",4404,Public Administration.,5,Master's Degree,,73466,76460,,68873,,
130183.0,Post University,"Private, for-profit",5201,"Business/Commerce, General.",5,Master's Degree,,69016,78468,81050,71087,94180,101458
130183.0,Post University,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,,,,,,
130183.0,Post University,"Private, for-profit",5203,Accounting and Related Services.,5,Master's Degree,,68219,68219,67034,74389,,
131803.0,Strayer University-District of Columbia,"Private, for-profit",1104,Information Science/Studies.,5,Master's Degree,,72151,71255,75477,71873,87889,94667
131803.0,Strayer University-District of Columbia,"Private, for-profit",1110,Computer/Information Technology Administration and Management.,5,Master's Degree,,86262,,,87435,,
131803.0,Strayer University-District of Columbia,"Private, for-profit",1304,Educational Administration and Supervision.,5,Master's Degree,,41124,40896,41354,47858,45764,51489
131803.0,Strayer University-District of Columbia,"Private, for-profit",4404,Public Administration.,5,Master's Degree,,44452,43857,48066,49512,55281,60858
131803.0,Strayer University-District of Columbia,"Private, for-profit",5107,Health and Medical Administrative Services.,5,Master's Degree,,41635,41087,44776,46948,48777,55397
131803.0,Strayer University-District of Columbia,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,54989,56911,58199,64745,65830,72657
131803.0,Strayer University-District of Columbia,"Private, for-profit",5203,Accounting and Related Services.,5,Master's Degree,,54322,52107,53226,61183,60268,69196
131803.0,Strayer University-District of Columbia,"Private, for-profit",5210,Human Resources Management and Services.,5,Master's Degree,,49081,46603,46840,52378,55030,62460
133465.0,South University-West Palm Beach,"Private, for-profit",4301,Criminal Justice and Corrections.,5,Master's Degree,,39115,37478,33965,41898,37597,42437
133465.0,South University-West Palm Beach,"Private, for-profit",5107,Health and Medical Administrative Services.,5,Master's Degree,,43629,45207,44849,47710,54350,63788
133465.0,South University-West Palm Beach,"Private, for-profit",5115,Mental and Social Health Services and Allied Professions.,5,Master's Degree,,38224,36598,39039,41585,43411,47527
133465.0,South University-West Palm Beach,"Private, for-profit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,Master's Degree,,90832,91613,98023,102397,106747,118330
133465.0,South University-West Palm Beach,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,46002,42799,48444,59169,55109,60102
134237.0,Full Sail University,"Private, for-profit",904,Journalism.,5,Master's Degree,,29541,32711,32514,41887,44139,52002
134237.0,Full Sail University,"Private, for-profit",909,"Public Relations, Advertising, and Applied Communication.",5,Master's Degree,,34321,41136,40451,37416,46166,48312
134237.0,Full Sail University,"Private, for-profit",1108,Computer Software and Media Applications.,5,Master's Degree,,,63005,59343,,67250,84207
134237.0,Full Sail University,"Private, for-profit",1305,Educational/Instructional Media Design.,5,Master's Degree,,53616,50272,50932,58654,56938,68369
134237.0,Full Sail University,"Private, for-profit",2313,Rhetoric and Composition/Writing Studies.,5,Master's Degree,,27108,32142,26738,36401,38008,43727
134237.0,Full Sail University,"Private, for-profit",3031,Human Computer Interaction.,5,Master's Degree,,30004,,,30599,,
134237.0,Full Sail University,"Private, for-profit",5004,Design and Applied Arts.,5,Master's Degree,,35873,40896,35672,41119,49577,52770
134237.0,Full Sail University,"Private, for-profit",5006,Film/Video and Photographic Arts.,5,Master's Degree,,23300,23108,28880,21973,28862,39432
134237.0,Full Sail University,"Private, for-profit",5010,"Arts, Entertainment,and Media Management.",5,Master's Degree,,26500,31162,31856,29154,39555,42365
134237.0,Full Sail University,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,,42905,39255,,52958,59086
134237.0,Full Sail University,"Private, for-profit",5207,Entrepreneurial and Small Business Operations.,5,Master's Degree,,27817,34704,30983,30595,40719,46954
134237.0,Full Sail University,"Private, for-profit",5212,Management Information Systems and Services.,5,Master's Degree,,50597,63005,63679,63067,83081,85064
134237.0,Full Sail University,"Private, for-profit",5214,Marketing.,5,Master's Degree,,37706,,,41000,,
134811.0,AI Miami International University of Art and Design,"Private, for-profit",5004,Design and Applied Arts.,5,Master's Degree,,,42682,43039,,45769,
134811.0,AI Miami International University of Art and Design,"Private, for-profit",5006,Film/Video and Photographic Arts.,5,Master's Degree,,,,,,,
138309.0,Rasmussen University-Florida,"Private, for-profit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,Master's Degree,,,,,89809,,
139579.0,South University-Savannah,"Private, for-profit",1104,Information Science/Studies.,5,Master's Degree,,59218,60839,62890,58864,88546,88529
139579.0,South University-Savannah,"Private, for-profit",4301,Criminal Justice and Corrections.,5,Master's Degree,,39115,37478,33965,41898,37597,42437
139579.0,South University-Savannah,"Private, for-profit",4404,Public Administration.,5,Master's Degree,,41016,41007,43418,45666,48623,46093
139579.0,South University-Savannah,"Private, for-profit",5107,Health and Medical Administrative Services.,5,Master's Degree,,43629,45207,44849,47710,54350,63788
139579.0,South University-Savannah,"Private, for-profit",5108,Allied Health and Medical Assisting Services.,5,Master's Degree,,172829,170546,189224,193410,196668,196934
139579.0,South University-Savannah,"Private, for-profit",5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",5,Master's Degree,,95547,100140,107514,107029,113965,121963
139579.0,South University-Savannah,"Private, for-profit",5115,Mental and Social Health Services and Allied Professions.,5,Master's Degree,,38224,36598,39039,41585,43411,47527
139579.0,South University-Savannah,"Private, for-profit",5122,Public Health.,5,Master's Degree,,,,,47587,,
139579.0,South University-Savannah,"Private, for-profit",5132,Bioethics/Medical Ethics.,5,Master's Degree,,,81997,,86993,95177,96443
139579.0,South University-Savannah,"Private, for-profit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,Master's Degree,,90832,91613,98023,102397,106747,118330
139579.0,South University-Savannah,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,46002,42799,48444,59169,55109,60102
139579.0,South University-Savannah,"Private, for-profit",5203,Accounting and Related Services.,5,Master's Degree,,45471,,,,,
139579.0,South University-Savannah,"Private, for-profit",5210,Human Resources Management and Services.,5,Master's Degree,,,,,59417,,
154022.0,Ashford University,"Private, for-profit",1301,"Education, General.",5,Master's Degree,,35037,34300,33482,42216,39817,45330
154022.0,Ashford University,"Private, for-profit",1304,Educational Administration and Supervision.,5,Master's Degree,,,,,47259,,
154022.0,Ashford University,"Private, for-profit",1305,Educational/Instructional Media Design.,5,Master's Degree,,,,,,,
154022.0,Ashford University,"Private, for-profit",1310,Special Education and Teaching.,5,Master's Degree,,37673,,,41048,,
154022.0,Ashford University,"Private, for-profit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,,38882,39153,36467,47130,42931,49608
154022.0,Ashford University,"Private, for-profit",1907,"Human Development, Family Studies, and Related Services.",5,Master's Degree,,,,,,,
154022.0,Ashford University,"Private, for-profit",4201,"Psychology, General.",5,Master's Degree,,35147,,,41362,,
154022.0,Ashford University,"Private, for-profit",4228,"Clinical, Counseling and Applied Psychology.",5,Master's Degree,,,,,,,
154022.0,Ashford University,"Private, for-profit",4301,Criminal Justice and Corrections.,5,Master's Degree,,38063,,,46645,,
154022.0,Ashford University,"Private, for-profit",4400,"Human Services, General.",5,Master's Degree,,,,,48476,,
154022.0,Ashford University,"Private, for-profit",4404,Public Administration.,5,Master's Degree,,45533,43872,45202,50264,50032,57471
154022.0,Ashford University,"Private, for-profit",4511,Sociology.,5,Master's Degree,,,,,70179,,
154022.0,Ashford University,"Private, for-profit",5107,Health and Medical Administrative Services.,5,Master's Degree,,45705,45328,45183,57522,53669,58838
154022.0,Ashford University,"Private, for-profit",5115,Mental and Social Health Services and Allied Professions.,5,Master's Degree,,,,,,,
154022.0,Ashford University,"Private, for-profit",5122,Public Health.,5,Master's Degree,,,,,,,
154022.0,Ashford University,"Private, for-profit",5127,Medical Illustration and Informatics.,5,Master's Degree,,,,,,,
154022.0,Ashford University,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,54455,51179,49905,70200,58002,65222
154022.0,Ashford University,"Private, for-profit",5203,Accounting and Related Services.,5,Master's Degree,,44074,,,66890,,
154022.0,Ashford University,"Private, for-profit",5208,Finance and Financial Management Services.,5,Master's Degree,,,,,,,
154022.0,Ashford University,"Private, for-profit",5210,Human Resources Management and Services.,5,Master's Degree,,,,,58822,,
154022.0,Ashford University,"Private, for-profit",5211,International Business.,5,Master's Degree,,,,,,,
154022.0,Ashford University,"Private, for-profit",5212,Management Information Systems and Services.,5,Master's Degree,,,,,90671,,
154518.0,Waldorf University,"Private, for-profit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,,,,,,,
154518.0,Waldorf University,"Private, for-profit",5107,Health and Medical Administrative Services.,5,Master's Degree,,,,,,,
154518.0,Waldorf University,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,58706,38289,,64605,,
157793.0,Sullivan University,"Private, for-profit",1101,"Computer and Information Sciences, General.",5,Master's Degree,,,52107,,,72327,75959
157793.0,Sullivan University,"Private, for-profit",1110,Computer/Information Technology Administration and Management.,5,Master's Degree,,74418,63997,73154,,89815,94679
157793.0,Sullivan University,"Private, for-profit",3005,Peace Studies and Conflict Resolution.,5,Master's Degree,,,42682,,,42139,46710
157793.0,Sullivan University,"Private, for-profit",4404,Public Administration.,5,Master's Degree,,,,,,,
157793.0,Sullivan University,"Private, for-profit",5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",5,Master's Degree,,104849,94408,110917,109210,118778,137285
157793.0,Sullivan University,"Private, for-profit",5201,"Business/Commerce, General.",5,Master's Degree,,,52107,55167,,62062,71867
157793.0,Sullivan University,"Private, for-profit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,54323,50742,57139,64194,66012,73359
157793.0,Sullivan University,"Private, for-profit",5210,Human Resources Management and Services.,5,Master's Degree,,49169,54739,61001,57416,63828,72983
157793.0,Sullivan University,"Private, for-profit",5212,Management Information Systems and Services.,5,Master's Degree,,,,,,,
