UNITID,INSTNM,CIPDESC,Avg_Student_Debt,Earnings_1Yr
154518.0,Waldorf University,Health and Medical Administrative Services.,,
154518.0,Waldorf University,"Business Administration, Management and Operations.",,58706.0
157793.0,Sullivan University,"Computer and Information Sciences, General.",,
157793.0,Sullivan University,Computer/Information Technology Administration and Management.,,74418.0
157793.0,Sullivan University,Peace Studies and Conflict Resolution.,,
157793.0,Sullivan University,Public Administration.,,
157793.0,Sullivan University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,104849.0
157793.0,Sullivan University,"Business/Commerce, General.",,
157793.0,Sullivan University,"Business Administration, Management and Operations.",,54323.0
157793.0,Sullivan University,Human Resources Management and Services.,,49169.0
157793.0,Sullivan University,Management Information Systems and Services.,,
157793.0,Sullivan University,"Business, Management, Marketing, and Related Support Services, Other.",,
175014.0,Rasmussen University-Minnesota,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
178989.0,Research College of Nursing,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,95700.0
183789.0,Berkeley College-Woodland Park,"Business Administration, Management and Operations.",,57067.0
191205.0,Five Towns College,"Teacher Education and Professional Development, Specific Levels and Methods.",,
191205.0,Five Towns College,"Teacher Education and Professional Development, Specific Subject Areas.",,
191205.0,Five Towns College,Music.,,
192271.0,LIM College,Design and Applied Arts.,,
192271.0,LIM College,"Business/Commerce, General.",,
192271.0,LIM College,"Business Administration, Management and Operations.",,46642.0
192271.0,LIM College,Marketing.,,40755.0
192271.0,LIM College,"Business, Management, Marketing, and Related Support Services, Other.",,
193308.0,Monroe College,Computer Science.,,
193308.0,Monroe College,Criminal Justice and Corrections.,,55003.0
193308.0,Monroe College,Public Health.,,60207.0
193308.0,Monroe College,"Business Administration, Management and Operations.",,56196.0
193308.0,Monroe College,Accounting and Related Services.,,
193308.0,Monroe College,Hospitality Administration/Management.,,
197151.0,School of Visual Arts,"Public Relations, Advertising, and Applied Communication.",,64635.0
197151.0,School of Visual Arts,Computer Software and Media Applications.,,
197151.0,School of Visual Arts,"Teacher Education and Professional Development, Specific Subject Areas.",,
197151.0,School of Visual Arts,Systems Science and Theory.,,
197151.0,School of Visual Arts,Museology/Museum Studies.,,
197151.0,School of Visual Arts,Human Computer Interaction.,,
197151.0,School of Visual Arts,Design and Applied Arts.,,47688.0
197151.0,School of Visual Arts,Film/Video and Photographic Arts.,,28424.0
197151.0,School of Visual Arts,Fine and Studio Arts.,,
197151.0,School of Visual Arts,Rehabilitation and Therapeutic Professions.,,40480.0
199980.0,Winston Salem Barber School,Cosmetology and Related Personal Grooming Services.,,
200013.0,Rasmussen University-North Dakota,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
211477.0,Central Penn College,"Business Administration, Management and Operations.",,69343.0
219204.0,National American University-Rapid City,"Intelligence, Command Control and Information Operations.",,
219204.0,National American University-Rapid City,Homeland Security.,,
219204.0,National American University-Rapid City,Bioethics/Medical Ethics.,,
219204.0,National American University-Rapid City,"Business Administration, Management and Operations.",,50830.0
219204.0,National American University-Rapid City,Accounting and Related Services.,,
219204.0,National American University-Rapid City,International Business.,,
220552.0,South College,Curriculum and Instruction.,,
220552.0,South College,"Teacher Education and Professional Development, Specific Levels and Methods.",,40191.0
220552.0,South College,Criminal Justice and Corrections.,,
220552.0,South College,Public Administration.,,
220552.0,South College,Health and Medical Administrative Services.,,
220552.0,South College,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,103190.0
220552.0,South College,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
220552.0,South College,"Business Administration, Management and Operations.",,
220552.0,South College,Accounting and Related Services.,,
220552.0,South College,Finance and Financial Management Services.,,
223083.0,Baptist Health System School of Health Professions,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
224776.0,Miami International University of Art & Design-Art Institute Dallas,Design and Applied Arts.,,
230056.0,Broadview College,"Business Administration, Management and Operations.",,
230366.0,Eagle Gate College-Murray,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
232797.0,American National University,"Computer and Information Sciences, General.",,
232797.0,American National University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
232797.0,American National University,"Business Administration, Management and Operations.",,
233684.0,Strayer University-Virginia,Information Science/Studies.,,72151.0
233684.0,Strayer University-Virginia,Computer/Information Technology Administration and Management.,,86262.0
233684.0,Strayer University-Virginia,Educational Administration and Supervision.,,41124.0
233684.0,Strayer University-Virginia,Public Administration.,,44452.0
233684.0,Strayer University-Virginia,Health and Medical Administrative Services.,,41635.0
233684.0,Strayer University-Virginia,"Business Administration, Management and Operations.",,54989.0
233684.0,Strayer University-Virginia,Accounting and Related Services.,,54322.0
233684.0,Strayer University-Virginia,Human Resources Management and Services.,,49081.0
237783.0,Salem University,Curriculum and Instruction.,,49404.0
237783.0,Salem University,Educational Administration and Supervision.,,
237783.0,Salem University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
237783.0,Salem University,"Business Administration, Management and Operations.",,47540.0
241304.0,Columbia Central University-Caguas,Health and Medical Administrative Services.,,45268.0
241304.0,Columbia Central University-Caguas,Bioethics/Medical Ethics.,,
241304.0,Columbia Central University-Caguas,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,43215.0
241304.0,Columbia Central University-Caguas,"Business Administration, Management and Operations.",,
241304.0,Columbia Central University-Caguas,Human Resources Management and Services.,,
242972.0,NUC University,Curriculum and Instruction.,,
242972.0,NUC University,"Educational Assessment, Evaluation, and Research.",,
242972.0,NUC University,"Teacher Education and Professional Development, Specific Levels and Methods.",,24617.0
242972.0,NUC University,Bioethics/Medical Ethics.,,
242972.0,NUC University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,34660.0
242972.0,NUC University,"Business Administration, Management and Operations.",,27822.0
242972.0,NUC University,Human Resources Management and Services.,,
242972.0,NUC University,Marketing.,,24806.0
243081.0,Ponce Health Sciences University,"Biology, General.",,
243081.0,Ponce Health Sciences University,"Biological and Biomedical Sciences, Other.",,
243081.0,Ponce Health Sciences University,"Health Services/Allied Health/Health Sciences, General.",,
243081.0,Ponce Health Sciences University,Public Health.,,
248934.0,ECPI University,"Computer and Information Sciences, General.",,65286.0
248934.0,ECPI University,Computer/Information Technology Administration and Management.,,67898.0
248934.0,ECPI University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
248934.0,ECPI University,"Business Administration, Management and Operations.",,47053.0
251312.0,South University-Columbia,Criminal Justice and Corrections.,,39115.0
251312.0,South University-Columbia,Public Administration.,,41016.0
251312.0,South University-Columbia,Health and Medical Administrative Services.,,43629.0
251312.0,South University-Columbia,Mental and Social Health Services and Allied Professions.,,38224.0
251312.0,South University-Columbia,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,90832.0
251312.0,South University-Columbia,"Business Administration, Management and Operations.",,46002.0
363934.0,University of Advancing Technology,"Computer and Information Sciences, General.",,
363934.0,University of Advancing Technology,Computer Programming.,,
363934.0,University of Advancing Technology,Information Science/Studies.,,
363934.0,University of Advancing Technology,"Intelligence, Command Control and Information Operations.",,
363934.0,University of Advancing Technology,"Business/Commerce, General.",,
363934.0,University of Advancing Technology,"Business Administration, Management and Operations.",,
366605.0,Southwest Acupuncture College-Santa Fe,Alternative and Complementary Medicine and Medical Systems.,,30059.0
367954.0,University of St. Augustine for Health Sciences,"Health Services/Allied Health/Health Sciences, General.",,
367954.0,University of St. Augustine for Health Sciences,Health and Medical Administrative Services.,,
367954.0,University of St. Augustine for Health Sciences,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,
367954.0,University of St. Augustine for Health Sciences,Rehabilitation and Therapeutic Professions.,,68351.0
367954.0,University of St. Augustine for Health Sciences,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
369516.0,Bryan University,"Business Administration, Management and Operations.",,
378576.0,Pacific College of Health and Science,Alternative and Complementary Medicine and Medical Systems.,,25845.0
380465.0,University of Phoenix-Utah,Educational Administration and Supervision.,,52016.0
380465.0,University of Phoenix-Utah,Student Counseling and Personnel Services.,,46777.0
380465.0,University of Phoenix-Utah,Mental and Social Health Services and Allied Professions.,,49344.0
380465.0,University of Phoenix-Utah,"Business Administration, Management and Operations.",,57810.0
381352.0,Colorado School of Traditional Chinese Medicine,Alternative and Complementary Medicine and Medical Systems.,,23776.0
383020.0,Midwest College of Oriental Medicine-Racine,Alternative and Complementary Medicine and Medical Systems.,,
384412.0,University of the Potomac-Washington DC Campus,Health and Medical Administrative Services.,,
384412.0,University of the Potomac-Washington DC Campus,"Business Administration, Management and Operations.",,
384412.0,University of the Potomac-Washington DC Campus,International Business.,,
384412.0,University of the Potomac-Washington DC Campus,Management Information Systems and Services.,,
402776.0,Southwest University of Visual Arts-Albuquerque,Fine and Studio Arts.,,
404338.0,Schiller International University,International Relations and National Security Studies.,,
404338.0,Schiller International University,"Business Administration, Management and Operations.",,
404338.0,Schiller International University,Hospitality Administration/Management.,,
404338.0,Schiller International University,International Business.,,
404338.0,Schiller International University,Management Information Systems and Services.,,
405997.0,University of Phoenix-New Mexico,"Teacher Education and Professional Development, Specific Levels and Methods.",,42944.0
405997.0,University of Phoenix-New Mexico,Criminal Justice and Corrections.,,42565.0
405997.0,University of Phoenix-New Mexico,"Business Administration, Management and Operations.",,57810.0
405997.0,University of Phoenix-New Mexico,Human Resources Management and Services.,,46739.0
405997.0,University of Phoenix-New Mexico,Marketing.,,45923.0
408844.0,Florida National University-Main Campus,Public Health.,,50821.0
408844.0,Florida National University-Main Campus,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
408844.0,Florida National University-Main Campus,"Business Administration, Management and Operations.",,50975.0
413413.0,Capella University,"Computer and Information Sciences, General.",,
413413.0,Capella University,Computer Systems Analysis.,,
413413.0,Capella University,Computer Systems Networking and Telecommunications.,,
413413.0,Capella University,Computer/Information Technology Administration and Management.,,88228.0
413413.0,Capella University,"Education, General.",,
413413.0,Capella University,Curriculum and Instruction.,,50037.0
413413.0,Capella University,Educational Administration and Supervision.,,56101.0
413413.0,Capella University,Educational/Instructional Media Design.,,58101.0
413413.0,Capella University,Special Education and Teaching.,,46202.0
413413.0,Capella University,Student Counseling and Personnel Services.,,
413413.0,Capella University,"Teacher Education and Professional Development, Specific Levels and Methods.",,48170.0
413413.0,Capella University,"Teacher Education and Professional Development, Specific Subject Areas.",,67158.0
413413.0,Capella University,Teaching English or French as a Second or Foreign Language.,,49521.0
413413.0,Capella University,"Education, Other.",,53844.0
413413.0,Capella University,"Human Development, Family Studies, and Related Services.",,40766.0
413413.0,Capella University,Gerontology.,,38281.0
413413.0,Capella University,"Psychology, General.",,42277.0
413413.0,Capella University,Research and Experimental Psychology.,,40064.0
413413.0,Capella University,"Clinical, Counseling and Applied Psychology.",,44137.0
413413.0,Capella University,"Psychology, Other.",,33284.0
413413.0,Capella University,Criminal Justice and Corrections.,,45048.0
413413.0,Capella University,Homeland Security.,,59818.0
413413.0,Capella University,Security Science and Technology.,,
413413.0,Capella University,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",,
413413.0,Capella University,"Human Services, General.",,39279.0
413413.0,Capella University,Community Organization and Advocacy.,,
413413.0,Capella University,Public Administration.,,52011.0
413413.0,Capella University,"Public Administration and Social Service Professions, Other.",,
413413.0,Capella University,"Social Sciences, Other.",,39712.0
413413.0,Capella University,Health and Medical Administrative Services.,,64583.0
413413.0,Capella University,Mental and Social Health Services and Allied Professions.,,45453.0
413413.0,Capella University,Public Health.,,48224.0
413413.0,Capella University,Medical Illustration and Informatics.,,73670.0
413413.0,Capella University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,90425.0
413413.0,Capella University,"Business Administration, Management and Operations.",,67202.0
413413.0,Capella University,Accounting and Related Services.,,53555.0
413413.0,Capella University,Entrepreneurial and Small Business Operations.,,
413413.0,Capella University,Finance and Financial Management Services.,,59744.0
413413.0,Capella University,Human Resources Management and Services.,,55722.0
413413.0,Capella University,Management Information Systems and Services.,,89295.0
413413.0,Capella University,Management Sciences and Quantitative Methods.,,84985.0
413413.0,Capella University,Marketing.,,60240.0
414595.0,Pacific College of Health and Science,Alternative and Complementary Medicine and Medical Systems.,,25845.0
420042.0,University of Phoenix-Hawaii,"Business Administration, Management and Operations.",,57810.0
420042.0,University of Phoenix-Hawaii,Human Resources Management and Services.,,46739.0
422695.0,Pacific College,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
429085.0,American College of Acupuncture and Oriental Med,Health and Medical Administrative Services.,,
429085.0,American College of Acupuncture and Oriental Med,Alternative and Complementary Medicine and Medical Systems.,,
429094.0,AOMA Graduate School of Integrative Medicine,Alternative and Complementary Medicine and Medical Systems.,,22648.0
430184.0,Strayer University-Maryland,Information Science/Studies.,,72151.0
430184.0,Strayer University-Maryland,Computer/Information Technology Administration and Management.,,86262.0
430184.0,Strayer University-Maryland,Educational Administration and Supervision.,,41124.0
430184.0,Strayer University-Maryland,Public Administration.,,44452.0
430184.0,Strayer University-Maryland,Health and Medical Administrative Services.,,41635.0
430184.0,Strayer University-Maryland,"Business Administration, Management and Operations.",,54989.0
430184.0,Strayer University-Maryland,Accounting and Related Services.,,54322.0
430184.0,Strayer University-Maryland,Human Resources Management and Services.,,49081.0
430704.0,Texas Health and Science University,Alternative and Complementary Medicine and Medical Systems.,,
430704.0,Texas Health and Science University,"Business Administration, Management and Operations.",,
432223.0,University of Phoenix-Washington,"Business Administration, Management and Operations.",,57810.0
433004.0,American University of Health Sciences,Health and Medical Administrative Services.,,
433420.0,California Aeronautical University,"Business Administration, Management and Operations.",,
434441.0,Florida College of Integrative Medicine,Alternative and Complementary Medicine and Medical Systems.,,19094.0
434715.0,Florida Coastal School of Law,Legal Research and Advanced Professional Studies.,,
436261.0,Southwest Acupuncture College-Boulder,Alternative and Complementary Medicine and Medical Systems.,,30059.0
437097.0,University of Management and Technology,"Computer and Information Sciences, General.",,
437097.0,University of Management and Technology,Computer Science.,,
437097.0,University of Management and Technology,Engineering-Related Fields.,,
437097.0,University of Management and Technology,Criminal Justice and Corrections.,,
437097.0,University of Management and Technology,Homeland Security.,,
437097.0,University of Management and Technology,Public Administration.,,
437097.0,University of Management and Technology,Public Health.,,
