UNITID,INSTNM,CIPDESC,Avg_Student_Debt,Earnings_1Yr
101435.0,Huntingdon College,History.,,
101453.0,Heritage Christian University,Bible/Biblical Studies.,,
101541.0,Judson College,Agricultural and Domestic Animal Services.,,
101541.0,Judson College,"Teacher Education and Professional Development, Specific Levels and Methods.",,
101541.0,Judson College,"Teacher Education and Professional Development, Specific Subject Areas.",,
101541.0,Judson College,"Education, Other.",,
101541.0,Judson College,"Romance Languages, Literatures, and Linguistics.",,
101541.0,Judson College,"English Language and Literature, General.",,
101541.0,Judson College,"Biology, General.",,
101541.0,Judson College,Mathematics.,,
101541.0,Judson College,"Multi/Interdisciplinary Studies, Other.",,
101541.0,Judson College,Religion/Religious Studies.,,
101541.0,Judson College,Chemistry.,,
101541.0,Judson College,"Psychology, General.",,
101541.0,Judson College,Criminal Justice and Corrections.,,
101541.0,Judson College,Social Work.,,
101541.0,Judson College,"Social Sciences, General.",,
101541.0,Judson College,Fine and Studio Arts.,,
101541.0,Judson College,Music.,,
101541.0,Judson College,"Business Administration, Management and Operations.",,
101541.0,Judson College,History.,,
101675.0,Miles College,Natural Resources Conservation and Research.,,
101675.0,Miles College,Communication and Media Studies.,,
101675.0,Miles College,"Communication, Journalism, and Related Programs, Other.",,
101675.0,Miles College,"Computer and Information Sciences, General.",,
101675.0,Miles College,Computer Systems Networking and Telecommunications.,,
101675.0,Miles College,"Teacher Education and Professional Development, Specific Levels and Methods.",,
101675.0,Miles College,"Teacher Education and Professional Development, Specific Subject Areas.",,
101675.0,Miles College,"Human Development, Family Studies, and Related Services.",,
101675.0,Miles College,"English Language and Literature, General.",,
101675.0,Miles College,"Biology, General.",,18062.0
101675.0,Miles College,Mathematics.,,
101675.0,Miles College,Chemistry.,,
101675.0,Miles College,Criminal Justice and Corrections.,,27075.0
101675.0,Miles College,Social Work.,,
101675.0,Miles College,Political Science and Government.,,
101675.0,Miles College,"Visual and Performing Arts, General.",,
101675.0,Miles College,Music.,,
101675.0,Miles College,"Business/Commerce, General.",,
101675.0,Miles College,"Business Administration, Management and Operations.",,
101675.0,Miles College,Accounting and Related Services.,,
101675.0,Miles College,Management Information Systems and Services.,,
101675.0,Miles College,History.,,
101693.0,University of Mobile,Communication and Media Studies.,,
101693.0,University of Mobile,"Computer and Information Sciences, General.",,
101693.0,University of Mobile,"Teacher Education and Professional Development, Specific Levels and Methods.",31195.0,35138.0
101693.0,University of Mobile,"Teacher Education and Professional Development, Specific Subject Areas.",25620.0,
101693.0,University of Mobile,"Human Development, Family Studies, and Related Services.",32590.0,
101693.0,University of Mobile,"English Language and Literature, General.",,
101693.0,University of Mobile,"Liberal Arts and Sciences, General Studies and Humanities.",,
101693.0,University of Mobile,"Biology, General.",,
101693.0,University of Mobile,"Ecology, Evolution, Systematics, and Population Biology.",,
101693.0,University of Mobile,Mathematics.,,
101693.0,University of Mobile,Intercultural/Multicultural and Diversity Studies.,,
101693.0,University of Mobile,Health and Physical Education/Fitness.,,25682.0
101693.0,University of Mobile,Philosophy.,,
101693.0,University of Mobile,Religion/Religious Studies.,,
101693.0,University of Mobile,Religious/Sacred Music.,,26516.0
101693.0,University of Mobile,"Psychology, General.",28390.0,27740.0
101693.0,University of Mobile,"Social Sciences, General.",,
101693.0,University of Mobile,Political Science and Government.,,
101693.0,University of Mobile,Sociology.,,
101693.0,University of Mobile,Drama/Theatre Arts and Stagecraft.,,
101693.0,University of Mobile,Fine and Studio Arts.,,
101693.0,University of Mobile,Music.,,
101693.0,University of Mobile,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,
101693.0,University of Mobile,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",34148.0,58271.0
101693.0,University of Mobile,"Business Administration, Management and Operations.",39201.0,30645.0
101693.0,University of Mobile,Accounting and Related Services.,,
101693.0,University of Mobile,Human Resources Management and Services.,,
101693.0,University of Mobile,History.,,
101912.0,Oakwood University,Communication and Media Studies.,,
101912.0,Oakwood University,Journalism.,,
101912.0,Oakwood University,"Radio, Television, and Digital Communication.",,
101912.0,Oakwood University,"Public Relations, Advertising, and Applied Communication.",,
101912.0,Oakwood University,"Computer and Information Sciences, General.",,
101912.0,Oakwood University,Computer Science.,,
101912.0,Oakwood University,Computer Systems Networking and Telecommunications.,,
101912.0,Oakwood University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
101912.0,Oakwood University,"Teacher Education and Professional Development, Specific Subject Areas.",,
101912.0,Oakwood University,"Romance Languages, Literatures, and Linguistics.",,
101912.0,Oakwood University,"Human Development, Family Studies, and Related Services.",,
101912.0,Oakwood University,"English Language and Literature, General.",,
101912.0,Oakwood University,"Liberal Arts and Sciences, General Studies and Humanities.",,27542.0
101912.0,Oakwood University,"Biology, General.",,15345.0
101912.0,Oakwood University,"Biochemistry, Biophysics and Molecular Biology.",,
101912.0,Oakwood University,Mathematics.,,
101912.0,Oakwood University,Applied Mathematics.,,
101912.0,Oakwood University,"Multi-/Interdisciplinary Studies, General.",,
101912.0,Oakwood University,Religious Education.,,
101912.0,Oakwood University,Theological and Ministerial Studies.,,
101912.0,Oakwood University,Pastoral Counseling and Specialized Ministries.,,
101912.0,Oakwood University,Chemistry.,,
101912.0,Oakwood University,"Psychology, General.",,
101912.0,Oakwood University,"Clinical, Counseling and Applied Psychology.",,
101912.0,Oakwood University,Social Work.,,
101912.0,Oakwood University,International Relations and National Security Studies.,,
101912.0,Oakwood University,Political Science and Government.,,
101912.0,Oakwood University,Music.,,
101912.0,Oakwood University,"Health Services/Allied Health/Health Sciences, General.",,
101912.0,Oakwood University,Health and Medical Administrative Services.,,
101912.0,Oakwood University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,
101912.0,Oakwood University,Clinical/Medical Laboratory Science/Research and Allied Professions.,,
101912.0,Oakwood University,Health/Medical Preparatory Programs.,,
101912.0,Oakwood University,Rehabilitation and Therapeutic Professions.,,
101912.0,Oakwood University,Dietetics and Clinical Nutrition Services.,,
101912.0,Oakwood University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
101912.0,Oakwood University,"Practical Nursing, Vocational Nursing and Nursing Assistants.",,
101912.0,Oakwood University,"Health Professions and Related Clinical Sciences, Other.",,
101912.0,Oakwood University,"Business Administration, Management and Operations.",,
101912.0,Oakwood University,Accounting and Related Services.,,
101912.0,Oakwood University,Finance and Financial Management Services.,,
101912.0,Oakwood University,Human Resources Management and Services.,36256.0,
101912.0,Oakwood University,Management Information Systems and Services.,,
101912.0,Oakwood University,Marketing.,,
101912.0,Oakwood University,History.,,
102049.0,Samford University,Natural Resources Conservation and Research.,,
102049.0,Samford University,"Architecture and Related Services, Other.",,
102049.0,Samford University,Area Studies.,,
102049.0,Samford University,Communication and Media Studies.,,
102049.0,Samford University,Journalism.,,38043.0
102049.0,Samford University,"Computer and Information Sciences, General.",,
102049.0,Samford University,Computer Science.,,
102049.0,Samford University,Student Counseling and Personnel Services.,,
102049.0,Samford University,"Teacher Education and Professional Development, Specific Levels and Methods.",,37334.0
102049.0,Samford University,"Teacher Education and Professional Development, Specific Subject Areas.",,
102049.0,Samford University,Engineering Physics.,,
102049.0,Samford University,"Linguistic, Comparative, and Related Language Studies and Services.",,
102049.0,Samford University,"Germanic Languages, Literatures, and Linguistics.",,
102049.0,Samford University,"Romance Languages, Literatures, and Linguistics.",,
102049.0,Samford University,"Classics and Classical Languages, Literatures, and Linguistics.",,
102049.0,Samford University,"Foods, Nutrition, and Related Services.",,
102049.0,Samford University,"Human Development, Family Studies, and Related Services.",,21575.0
102049.0,Samford University,Non-Professional General Legal Studies (Undergraduate).,,
102049.0,Samford University,Legal Support Services.,,
102049.0,Samford University,"English Language and Literature, General.",,
102049.0,Samford University,"Liberal Arts and Sciences, General Studies and Humanities.",,
102049.0,Samford University,"Biology, General.",18417.0,
102049.0,Samford University,"Biochemistry, Biophysics and Molecular Biology.",,
102049.0,Samford University,"Ecology, Evolution, Systematics, and Population Biology.",,
102049.0,Samford University,Mathematics.,,
102049.0,Samford University,"Multi-/Interdisciplinary Studies, General.",,
102049.0,Samford University,International/Global Studies.,,
102049.0,Samford University,"Multi/Interdisciplinary Studies, Other.",,
102049.0,Samford University,Health and Physical Education/Fitness.,15497.0,27954.0
102049.0,Samford University,Philosophy.,,
102049.0,Samford University,Religion/Religious Studies.,,
102049.0,Samford University,"Philosophy and Religious Studies, Other.",,
102049.0,Samford University,Religious/Sacred Music.,,
102049.0,Samford University,Chemistry.,,
102049.0,Samford University,Physics.,,
102049.0,Samford University,"Psychology, General.",,
102049.0,Samford University,Criminal Justice and Corrections.,,
102049.0,Samford University,"Human Services, General.",,
102049.0,Samford University,Public Administration.,,
102049.0,Samford University,Social Work.,,
102049.0,Samford University,Economics.,,
102049.0,Samford University,Geography and Cartography.,,
102049.0,Samford University,International Relations and National Security Studies.,,
102049.0,Samford University,Political Science and Government.,,
102049.0,Samford University,Sociology.,,
102049.0,Samford University,Design and Applied Arts.,,
102049.0,Samford University,Drama/Theatre Arts and Stagecraft.,,
102049.0,Samford University,Fine and Studio Arts.,,
102049.0,Samford University,Music.,25507.0,
102049.0,Samford University,"Visual and Performing Arts, Other.",,
102049.0,Samford University,"Health Services/Allied Health/Health Sciences, General.",20362.0,
102049.0,Samford University,Communication Disorders Sciences and Services.,,
102049.0,Samford University,Health and Medical Administrative Services.,,
102049.0,Samford University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,
102049.0,Samford University,Health/Medical Preparatory Programs.,,
102049.0,Samford University,"Pharmacy, Pharmaceutical Sciences, and Administration.",15102.0,
102049.0,Samford University,Public Health.,,
102049.0,Samford University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",27236.0,57355.0
102049.0,Samford University,"Health Professions and Related Clinical Sciences, Other.",,
102049.0,Samford University,"Business Administration, Management and Operations.",23532.0,44263.0
102049.0,Samford University,Accounting and Related Services.,,
102049.0,Samford University,Business/Managerial Economics.,,
102049.0,Samford University,Entrepreneurial and Small Business Operations.,,
102049.0,Samford University,Finance and Financial Management Services.,,40304.0
102049.0,Samford University,Human Resources Management and Services.,,
102049.0,Samford University,International Business.,,
102049.0,Samford University,Marketing.,,39073.0
102049.0,Samford University,History.,,
102058.0,Selma University,"Liberal Arts and Sciences, General Studies and Humanities.",,
102058.0,Selma University,"Biology, General.",,
102058.0,Selma University,Health and Physical Education/Fitness.,,
102058.0,Selma University,Bible/Biblical Studies.,,
102058.0,Selma University,"Business Administration, Management and Operations.",,
102234.0,Spring Hill College,Communication and Media Studies.,,
102234.0,Spring Hill College,"Teacher Education and Professional Development, Specific Levels and Methods.",,
102234.0,Spring Hill College,"Teacher Education and Professional Development, Specific Subject Areas.",,
102234.0,Spring Hill College,"Engineering, General.",,
102234.0,Spring Hill College,"Romance Languages, Literatures, and Linguistics.",,
102234.0,Spring Hill College,"English Language and Literature, General.",,
102234.0,Spring Hill College,Rhetoric and Composition/Writing Studies.,,
102234.0,Spring Hill College,"Liberal Arts and Sciences, General Studies and Humanities.",,
102234.0,Spring Hill College,"Biology, General.",,
102234.0,Spring Hill College,"Biochemistry, Biophysics and Molecular Biology.",,
102234.0,Spring Hill College,Mathematics.,,
102234.0,Spring Hill College,Biopsychology.,,
102234.0,Spring Hill College,Philosophy.,,
102234.0,Spring Hill College,Religion/Religious Studies.,,
102234.0,Spring Hill College,Chemistry.,,
102234.0,Spring Hill College,"Psychology, General.",,
102234.0,Spring Hill College,"Social Sciences, General.",,
102234.0,Spring Hill College,International Relations and National Security Studies.,,
102234.0,Spring Hill College,Political Science and Government.,,
102234.0,Spring Hill College,Sociology.,,
102234.0,Spring Hill College,Design and Applied Arts.,,
102234.0,Spring Hill College,Fine and Studio Arts.,,
102234.0,Spring Hill College,"Arts, Entertainment,and Media Management.",,
102234.0,Spring Hill College,"Health Services/Allied Health/Health Sciences, General.",,
102234.0,Spring Hill College,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
102234.0,Spring Hill College,"Business Administration, Management and Operations.",,
102234.0,Spring Hill College,History.,,
102270.0,Stillman College,Journalism.,,
102270.0,Stillman College,Special Education and Teaching.,,
102270.0,Stillman College,"Teacher Education and Professional Development, Specific Levels and Methods.",,
102270.0,Stillman College,"Teacher Education and Professional Development, Specific Subject Areas.",,
102270.0,Stillman College,"English Language and Literature, General.",,
102270.0,Stillman College,"Liberal Arts and Sciences, General Studies and Humanities.",,
102270.0,Stillman College,"Biology, General.",,20320.0
102270.0,Stillman College,Mathematics.,,
102270.0,Stillman College,Health and Physical Education/Fitness.,,
102270.0,Stillman College,Religion/Religious Studies.,,
102270.0,Stillman College,Theological and Ministerial Studies.,,
102270.0,Stillman College,Chemistry.,,
102270.0,Stillman College,"Psychology, General.",,
102270.0,Stillman College,Criminal Justice and Corrections.,,
102270.0,Stillman College,Fine and Studio Arts.,,
102270.0,Stillman College,Music.,,
102270.0,Stillman College,"Business/Commerce, General.",,
102270.0,Stillman College,"Business Administration, Management and Operations.",,36884.0
102270.0,Stillman College,History.,,
102298.0,Talladega College,Communication and Media Studies.,,
102298.0,Talladega College,"Computer and Information Sciences, General.",,
102298.0,Talladega College,Computer Science.,,
102298.0,Talladega College,"Computer and Information Sciences and Support Services, Other.",,
102298.0,Talladega College,Special Education and Teaching.,,
102298.0,Talladega College,"Teacher Education and Professional Development, Specific Subject Areas.",,
102298.0,Talladega College,"English Language and Literature, General.",,
102298.0,Talladega College,"Liberal Arts and Sciences, General Studies and Humanities.",29742.0,
102298.0,Talladega College,"Biology, General.",,
102298.0,Talladega College,Mathematics.,,
102298.0,Talladega College,Chemistry.,,
102298.0,Talladega College,"Psychology, General.",,
102298.0,Talladega College,Criminal Justice and Corrections.,,
102298.0,Talladega College,Public Administration.,,
102298.0,Talladega College,Social Work.,,
102298.0,Talladega College,Sociology.,,
102298.0,Talladega College,Fine and Studio Arts.,,
102298.0,Talladega College,Music.,,
102298.0,Talladega College,"Business Administration, Management and Operations.",34749.0,
102298.0,Talladega College,History.,,
102377.0,Tuskegee University,Agricultural Business and Management.,,
102377.0,Tuskegee University,Animal Sciences.,,20646.0
102377.0,Tuskegee University,Soil Sciences.,,
102377.0,Tuskegee University,Natural Resources Conservation and Research.,,
102377.0,Tuskegee University,Forestry.,,
102377.0,Tuskegee University,Architecture.,,
102377.0,Tuskegee University,Architectural Sciences and Technology.,,43557.0
102377.0,Tuskegee University,Communication and Media Studies.,,
102377.0,Tuskegee University,"Public Relations, Advertising, and Applied Communication.",,
102377.0,Tuskegee University,"Computer and Information Sciences, General.",,
102377.0,Tuskegee University,Computer Science.,,
102377.0,Tuskegee University,Computer/Information Technology Administration and Management.,,
102377.0,Tuskegee University,"Education, General.",,
102377.0,Tuskegee University,Special Education and Teaching.,,
102377.0,Tuskegee University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
102377.0,Tuskegee University,"Teacher Education and Professional Development, Specific Subject Areas.",,
102377.0,Tuskegee University,"Aerospace, Aeronautical and Astronautical Engineering.",,49795.0
102377.0,Tuskegee University,Chemical Engineering.,,62936.0
102377.0,Tuskegee University,"Electrical, Electronics and Communications Engineering.",,66151.0
102377.0,Tuskegee University,Mechanical Engineering.,,60975.0
102377.0,Tuskegee University,"Foods, Nutrition, and Related Services.",,
102377.0,Tuskegee University,"English Language and Literature, General.",,
102377.0,Tuskegee University,"Liberal Arts and Sciences, General Studies and Humanities.",,
102377.0,Tuskegee University,"Biology, General.",,22152.0
102377.0,Tuskegee University,Mathematics.,,
102377.0,Tuskegee University,Chemistry.,,
102377.0,Tuskegee University,Physics.,,
102377.0,Tuskegee University,"Psychology, General.",,23110.0
102377.0,Tuskegee University,"Clinical, Counseling and Applied Psychology.",,
102377.0,Tuskegee University,Public Policy Analysis.,,
102377.0,Tuskegee University,Social Work.,,
102377.0,Tuskegee University,Economics.,,
102377.0,Tuskegee University,Political Science and Government.,,
102377.0,Tuskegee University,Sociology.,,
102377.0,Tuskegee University,"Building/Construction Finishing, Management, and Inspection.",,61323.0
102377.0,Tuskegee University,"Health Services/Allied Health/Health Sciences, General.",,
102377.0,Tuskegee University,Health and Medical Administrative Services.,,
102377.0,Tuskegee University,Clinical/Medical Laboratory Science/Research and Allied Professions.,,
102377.0,Tuskegee University,Rehabilitation and Therapeutic Professions.,,
102377.0,Tuskegee University,Dietetics and Clinical Nutrition Services.,,
102377.0,Tuskegee University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,56047.0
102377.0,Tuskegee University,"Business Administration, Management and Operations.",32959.0,47755.0
102377.0,Tuskegee University,Accounting and Related Services.,,
102377.0,Tuskegee University,Finance and Financial Management Services.,,
102377.0,Tuskegee University,Hospitality Administration/Management.,,
102377.0,Tuskegee University,Management Sciences and Quantitative Methods.,,
102377.0,Tuskegee University,Marketing.,,
102377.0,Tuskegee University,"General Sales, Merchandising and Related Marketing Operations.",,54728.0
102377.0,Tuskegee University,Construction Management.,,
102377.0,Tuskegee University,History.,,
102395.0,United States Sports Academy,"Teacher Education and Professional Development, Specific Subject Areas.",31156.0,
102395.0,United States Sports Academy,"Parks, Recreation and Leisure Facilities Management.",,
102395.0,United States Sports Academy,Health and Physical Education/Fitness.,34403.0,36502.0
102580.0,Alaska Bible College,Bible/Biblical Studies.,,
102669.0,Alaska Pacific University,Natural Resources Conservation and Research.,,
102669.0,Alaska Pacific University,"Ethnic, Cultural Minority, Gender, and Group Studies.",,
102669.0,Alaska Pacific University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
102669.0,Alaska Pacific University,Rhetoric and Composition/Writing Studies.,,
102669.0,Alaska Pacific University,"Liberal Arts and Sciences, General Studies and Humanities.",,
102669.0,Alaska Pacific University,"Ecology, Evolution, Systematics, and Population Biology.",,
102669.0,Alaska Pacific University,Biological and Physical Sciences.,,
102669.0,Alaska Pacific University,Sustainability Studies.,,
102669.0,Alaska Pacific University,"Parks, Recreation and Leisure Studies.",,
102669.0,Alaska Pacific University,Geological and Earth Sciences/Geosciences.,,
102669.0,Alaska Pacific University,"Clinical, Counseling and Applied Psychology.",18603.0,
102669.0,Alaska Pacific University,"Human Services, General.",,
102669.0,Alaska Pacific University,Public Health.,,
102669.0,Alaska Pacific University,"Business Administration, Management and Operations.",41206.0,
102669.0,Alaska Pacific University,Accounting and Related Services.,,
103945.0,CollegeAmerica-Flagstaff,Computer Programming.,,
103945.0,CollegeAmerica-Flagstaff,Computer Science.,,
103945.0,CollegeAmerica-Flagstaff,Health and Medical Administrative Services.,,
103945.0,CollegeAmerica-Flagstaff,"Business Administration, Management and Operations.",,
103945.0,CollegeAmerica-Flagstaff,Accounting and Related Services.,,
104188.0,Southwest University of Visual Arts-Tucson,Landscape Architecture.,,
104188.0,Southwest University of Visual Arts-Tucson,"Public Relations, Advertising, and Applied Communication.",,
104188.0,Southwest University of Visual Arts-Tucson,Graphic Communications.,,
104188.0,Southwest University of Visual Arts-Tucson,Design and Applied Arts.,,
104188.0,Southwest University of Visual Arts-Tucson,Film/Video and Photographic Arts.,,
104188.0,Southwest University of Visual Arts-Tucson,Fine and Studio Arts.,,
104586.0,Embry-Riddle Aeronautical University-Prescott,"Aerospace, Aeronautical and Astronautical Engineering.",24606.0,64540.0
104586.0,Embry-Riddle Aeronautical University-Prescott,Computer Engineering.,24780.0,70001.0
104586.0,Embry-Riddle Aeronautical University-Prescott,"Electrical, Electronics and Communications Engineering.",21371.0,
104586.0,Embry-Riddle Aeronautical University-Prescott,Mechanical Engineering.,,67674.0
104586.0,Embry-Riddle Aeronautical University-Prescott,"Multi-/Interdisciplinary Studies, General.",27651.0,
104586.0,Embry-Riddle Aeronautical University-Prescott,Astronomy and Astrophysics.,,
104586.0,Embry-Riddle Aeronautical University-Prescott,Atmospheric Sciences and Meteorology.,,40282.0
104586.0,Embry-Riddle Aeronautical University-Prescott,Physics.,,
104586.0,Embry-Riddle Aeronautical University-Prescott,"Clinical, Counseling and Applied Psychology.",,40234.0
104586.0,Embry-Riddle Aeronautical University-Prescott,International Relations and National Security Studies.,,38978.0
104586.0,Embry-Riddle Aeronautical University-Prescott,Air Transportation.,22868.0,53995.0
104586.0,Embry-Riddle Aeronautical University-Prescott,Design and Applied Arts.,,
104586.0,Embry-Riddle Aeronautical University-Prescott,"Business Administration, Management and Operations.",22863.0,56141.0
104586.0,Embry-Riddle Aeronautical University-Prescott,International Business.,,
105367.0,Ottawa University-Phoenix,Communication and Media Studies.,29037.0,
105367.0,Ottawa University-Phoenix,Information Science/Studies.,,
105367.0,Ottawa University-Phoenix,Special Education and Teaching.,,
105367.0,Ottawa University-Phoenix,"Teacher Education and Professional Development, Specific Levels and Methods.",29399.0,32184.0
105367.0,Ottawa University-Phoenix,"Teacher Education and Professional Development, Specific Subject Areas.",,
105367.0,Ottawa University-Phoenix,"Education, Other.",,
105367.0,Ottawa University-Phoenix,"English Language and Literature, General.",,
105367.0,Ottawa University-Phoenix,"Liberal Arts and Sciences, General Studies and Humanities.",,
105367.0,Ottawa University-Phoenix,Mathematics.,,
105367.0,Ottawa University-Phoenix,"Theology and Religious Vocations, Other.",,
105367.0,Ottawa University-Phoenix,"Psychology, General.",30424.0,
105367.0,Ottawa University-Phoenix,Criminal Justice and Corrections.,,
105367.0,Ottawa University-Phoenix,"Human Services, General.",37208.0,36858.0
105367.0,Ottawa University-Phoenix,Music.,,
105367.0,Ottawa University-Phoenix,Health and Medical Administrative Services.,31732.0,58931.0
105367.0,Ottawa University-Phoenix,Mental and Social Health Services and Allied Professions.,,
105367.0,Ottawa University-Phoenix,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",33772.0,
