UNITID,INSTNM,CIPDESC,Avg_Student_Debt,Earnings_1Yr
104717.0,Grand Canyon University,Chemistry.,,
104717.0,Grand Canyon University,"Psychology, General.",,
104717.0,Grand Canyon University,Criminal Justice and Corrections.,29963.0,35660.0
104717.0,Grand Canyon University,Homeland Security.,29300.0,63625.0
104717.0,Grand Canyon University,Security Science and Technology.,,
104717.0,Grand Canyon University,"Human Services, General.",32932.0,32131.0
104717.0,Grand Canyon University,Community Organization and Advocacy.,45215.0,31651.0
104717.0,Grand Canyon University,Social Work.,37164.0,35775.0
104717.0,Grand Canyon University,Political Science and Government.,28783.0,37086.0
104717.0,Grand Canyon University,Sociology.,,
104717.0,Grand Canyon University,"Visual and Performing Arts, General.",,28672.0
104717.0,Grand Canyon University,Dance.,,
104717.0,Grand Canyon University,Design and Applied Arts.,29271.0,
104717.0,Grand Canyon University,Drama/Theatre Arts and Stagecraft.,,17151.0
104717.0,Grand Canyon University,Film/Video and Photographic Arts.,31074.0,26438.0
104717.0,Grand Canyon University,Music.,,
104717.0,Grand Canyon University,"Arts, Entertainment,and Media Management.",,23893.0
104717.0,Grand Canyon University,Health and Medical Administrative Services.,37817.0,39965.0
104717.0,Grand Canyon University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",24163.0,29792.0
104717.0,Grand Canyon University,Clinical/Medical Laboratory Science/Research and Allied Professions.,37317.0,57101.0
104717.0,Grand Canyon University,Mental and Social Health Services and Allied Professions.,37695.0,34191.0
104717.0,Grand Canyon University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",28873.0,78940.0
104717.0,Grand Canyon University,"Health Professions and Related Clinical Sciences, Other.",,
104717.0,Grand Canyon University,"Business/Commerce, General.",,
104717.0,Grand Canyon University,"Business Administration, Management and Operations.",31884.0,47402.0
104717.0,Grand Canyon University,Accounting and Related Services.,31675.0,45144.0
104717.0,Grand Canyon University,Entrepreneurial and Small Business Operations.,30684.0,34651.0
104717.0,Grand Canyon University,Finance and Financial Management Services.,28414.0,45302.0
104717.0,Grand Canyon University,Hospitality Administration/Management.,,
104717.0,Grand Canyon University,Management Sciences and Quantitative Methods.,27146.0,
104717.0,Grand Canyon University,Marketing.,25253.0,39798.0
104717.0,Grand Canyon University,History.,32516.0,30722.0
105534.0,Pima Medical Institute-Tucson,Health and Medical Administrative Services.,42339.0,44210.0
105534.0,Pima Medical Institute-Tucson,Allied Health and Medical Assisting Services.,32473.0,56165.0
105534.0,Pima Medical Institute-Tucson,"Allied Health Diagnostic, Intervention, and Treatment Professions.",33882.0,72901.0
105534.0,Pima Medical Institute-Tucson,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
108232.0,Academy of Art University,Architecture.,,
108232.0,Academy of Art University,Landscape Architecture.,,
108232.0,Academy of Art University,Communication and Media Studies.,,
108232.0,Academy of Art University,Journalism.,,
108232.0,Academy of Art University,"Radio, Television, and Digital Communication.",25668.0,28192.0
108232.0,Academy of Art University,"Public Relations, Advertising, and Applied Communication.",,
108232.0,Academy of Art University,Audiovisual Communications Technologies/Technicians.,,
108232.0,Academy of Art University,Graphic Communications.,38908.0,27837.0
108232.0,Academy of Art University,Computer Programming.,,
108232.0,Academy of Art University,Computer Software and Media Applications.,37362.0,42476.0
108232.0,Academy of Art University,Educational/Instructional Media Design.,,
108232.0,Academy of Art University,"Teacher Education and Professional Development, Specific Subject Areas.",,
108232.0,Academy of Art University,Drafting/Design Engineering Technologies/Technicians.,41020.0,44238.0
108232.0,Academy of Art University,Family and Consumer Sciences/Human Sciences Business Services.,,
108232.0,Academy of Art University,Apparel and Textiles.,35265.0,32156.0
108232.0,Academy of Art University,"Visual and Performing Arts, General.",34432.0,29153.0
108232.0,Academy of Art University,Design and Applied Arts.,35867.0,28222.0
108232.0,Academy of Art University,Drama/Theatre Arts and Stagecraft.,,18335.0
108232.0,Academy of Art University,Film/Video and Photographic Arts.,38855.0,31710.0
108232.0,Academy of Art University,Fine and Studio Arts.,,29422.0
108232.0,Academy of Art University,Music.,,35022.0
108232.0,Academy of Art University,"Specialized Sales, Merchandising and  Marketing Operations.",36792.0,44653.0
110219.0,Bryan University,Legal Support Services.,,
110219.0,Bryan University,Health and Medical Administrative Services.,,
110219.0,Bryan University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",37589.0,28017.0
110219.0,Bryan University,"Business Administration, Management and Operations.",,
110468.0,Alliant International University-San Diego,"Human Development, Family Studies, and Related Services.",,
110468.0,Alliant International University-San Diego,"Psychology, General.",,
110468.0,Alliant International University-San Diego,Criminal Justice and Corrections.,,
110468.0,Alliant International University-San Diego,International Relations and National Security Studies.,,
110468.0,Alliant International University-San Diego,Political Science and Government.,,
110468.0,Alliant International University-San Diego,"Business Administration, Management and Operations.",,
110468.0,Alliant International University-San Diego,International Business.,,
110778.0,Sofia University,"Liberal Arts and Sciences, General Studies and Humanities.",,
110778.0,Sofia University,"Psychology, Other.",,
112394.0,University of Silicon Valley,Graphic Communications.,,27541.0
112394.0,University of Silicon Valley,Computer Programming.,,
112394.0,University of Silicon Valley,Computer Software and Media Applications.,,
112394.0,University of Silicon Valley,"Engineering, Other.",,
112394.0,University of Silicon Valley,Computer Engineering Technologies/Technicians.,,
112394.0,University of Silicon Valley,Design and Applied Arts.,31793.0,
112394.0,University of Silicon Valley,Music.,,33643.0
112394.0,University of Silicon Valley,"Business Administration, Management and Operations.",,
112394.0,University of Silicon Valley,Entrepreneurial and Small Business Operations.,,
113582.0,Design Institute of San Diego,Design and Applied Arts.,44149.0,35661.0
114354.0,FIDM-Fashion Institute of Design & Merchandising,Apparel and Textiles.,,34078.0
114354.0,FIDM-Fashion Institute of Design & Merchandising,"Multi-/Interdisciplinary Studies, General.",,
114354.0,FIDM-Fashion Institute of Design & Merchandising,Design and Applied Arts.,,30424.0
114354.0,FIDM-Fashion Institute of Design & Merchandising,Drama/Theatre Arts and Stagecraft.,,
114354.0,FIDM-Fashion Institute of Design & Merchandising,Film/Video and Photographic Arts.,,
114354.0,FIDM-Fashion Institute of Design & Merchandising,Marketing.,,47288.0
114354.0,FIDM-Fashion Institute of Design & Merchandising,"Business, Management, Marketing, and Related Support Services, Other.",29034.0,40481.0
114390.0,FIDM-Fashion Institute of Design & Merchandising-San Francisco,Design and Applied Arts.,,30424.0
114390.0,FIDM-Fashion Institute of Design & Merchandising-San Francisco,"Business, Management, Marketing, and Related Support Services, Other.",29034.0,40481.0
116226.0,Interior Designers Institute,Design and Applied Arts.,29684.0,42627.0
119270.0,Musicians Institute,Music.,,
119775.0,Newschool of Architecture and Design,Architecture.,,51755.0
119775.0,Newschool of Architecture and Design,Architectural Sciences and Technology.,,
119775.0,Newschool of Architecture and Design,Graphic Communications.,,
119775.0,Newschool of Architecture and Design,"Visual and Performing Arts, General.",,
119775.0,Newschool of Architecture and Design,Design and Applied Arts.,33886.0,
119775.0,Newschool of Architecture and Design,Construction Management.,22431.0,
121275.0,Platt College-San Diego,Fine and Studio Arts.,31000.0,34252.0
122685.0,San Joaquin Valley College-Visalia,"Allied Health Diagnostic, Intervention, and Treatment Professions.",28480.0,
122834.0,Santa Barbara Business College-Bakersfield,Criminal Justice and Corrections.,37629.0,
122834.0,Santa Barbara Business College-Bakersfield,Health and Medical Administrative Services.,,
122834.0,Santa Barbara Business College-Bakersfield,"Business Administration, Management and Operations.",,
122852.0,Santa Barbara Business College-Santa Maria,Criminal Justice and Corrections.,,
122852.0,Santa Barbara Business College-Santa Maria,Health and Medical Administrative Services.,,
122852.0,Santa Barbara Business College-Santa Maria,"Business Administration, Management and Operations.",,
123642.0,South Coast College,Legal Support Services.,,
125231.0,Walden University,Communication and Media Studies.,42540.0,
125231.0,Walden University,"Computer and Information Sciences, General.",46921.0,54093.0
125231.0,Walden University,"Education, General.",,
125231.0,Walden University,Curriculum and Instruction.,,67666.0
125231.0,Walden University,"Teacher Education and Professional Development, Specific Levels and Methods.",43448.0,
125231.0,Walden University,"Human Development, Family Studies, and Related Services.",,30980.0
125231.0,Walden University,"Multi-/Interdisciplinary Studies, General.",,
125231.0,Walden University,"Psychology, General.",46608.0,34217.0
125231.0,Walden University,"Clinical, Counseling and Applied Psychology.",47466.0,32422.0
125231.0,Walden University,Criminal Justice and Corrections.,44963.0,46339.0
125231.0,Walden University,"Human Services, General.",47816.0,36465.0
125231.0,Walden University,Public Administration.,,
125231.0,Walden University,Social Work.,,
125231.0,Walden University,"Health Services/Allied Health/Health Sciences, General.",47001.0,47503.0
125231.0,Walden University,Health and Medical Administrative Services.,47225.0,52093.0
125231.0,Walden University,Public Health.,44511.0,47197.0
125231.0,Walden University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",33525.0,76141.0
125231.0,Walden University,"Business Administration, Management and Operations.",44126.0,47287.0
125231.0,Walden University,Accounting and Related Services.,51537.0,53529.0
125231.0,Walden University,Business/Corporate Communications.,44798.0,53308.0
126827.0,Colorado Technical University-Colorado Springs,"Computer and Information Sciences, General.",41748.0,55374.0
126827.0,Colorado Technical University-Colorado Springs,Computer Science.,38201.0,63665.0
126827.0,Colorado Technical University-Colorado Springs,Computer Software and Media Applications.,,
126827.0,Colorado Technical University-Colorado Springs,Computer/Information Technology Administration and Management.,36837.0,55277.0
126827.0,Colorado Technical University-Colorado Springs,Computer Engineering.,,
126827.0,Colorado Technical University-Colorado Springs,"Electrical, Electronics and Communications Engineering.",37223.0,
126827.0,Colorado Technical University-Colorado Springs,Criminal Justice and Corrections.,45350.0,34434.0
126827.0,Colorado Technical University-Colorado Springs,Security Science and Technology.,,
126827.0,Colorado Technical University-Colorado Springs,Health and Medical Administrative Services.,43629.0,36450.0
126827.0,Colorado Technical University-Colorado Springs,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",31965.0,73957.0
126827.0,Colorado Technical University-Colorado Springs,"Business/Commerce, General.",45288.0,25140.0
126827.0,Colorado Technical University-Colorado Springs,"Business Administration, Management and Operations.",38798.0,47880.0
126827.0,Colorado Technical University-Colorado Springs,Accounting and Related Services.,42013.0,37084.0
126827.0,Colorado Technical University-Colorado Springs,Finance and Financial Management Services.,,
126827.0,Colorado Technical University-Colorado Springs,Management Information Systems and Services.,35771.0,
127945.0,Rocky Mountain College of Art and Design,Graphic Communications.,36830.0,29457.0
127945.0,Rocky Mountain College of Art and Design,Computer Software and Media Applications.,42012.0,40227.0
127945.0,Rocky Mountain College of Art and Design,"Teacher Education and Professional Development, Specific Subject Areas.",,
127945.0,Rocky Mountain College of Art and Design,Design and Applied Arts.,42820.0,27370.0
127945.0,Rocky Mountain College of Art and Design,Fine and Studio Arts.,,
128179.0,Intellitec College-Colorado Springs,Allied Health and Medical Assisting Services.,,
130110.0,Paier College,Interior Architecture.,,
130110.0,Paier College,Design and Applied Arts.,,
130110.0,Paier College,Film/Video and Photographic Arts.,,
130110.0,Paier College,Fine and Studio Arts.,,
130183.0,Post University,Agricultural and Domestic Animal Services.,,
130183.0,Post University,Natural Resources Conservation and Research.,,
130183.0,Post University,Communication and Media Studies.,36008.0,
130183.0,Post University,"Human Development, Family Studies, and Related Services.",44816.0,31938.0
130183.0,Post University,Non-Professional General Legal Studies (Undergraduate).,44184.0,45235.0
130183.0,Post University,"Biology, General.",,
130183.0,Post University,Health and Physical Education/Fitness.,35001.0,29790.0
130183.0,Post University,"Psychology, General.",40820.0,33882.0
130183.0,Post University,Criminal Justice and Corrections.,34323.0,46200.0
130183.0,Post University,Homeland Security.,28345.0,
130183.0,Post University,"Human Services, General.",,37239.0
130183.0,Post University,Sociology.,,
130183.0,Post University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",42433.0,
130183.0,Post University,"Business Administration, Management and Operations.",31117.0,54265.0
130183.0,Post University,Accounting and Related Services.,37054.0,52687.0
130183.0,Post University,Finance and Financial Management Services.,34321.0,44063.0
130183.0,Post University,Human Resources Management and Services.,,
130183.0,Post University,International Business.,,
130183.0,Post University,Management Information Systems and Services.,31284.0,60907.0
130183.0,Post University,Marketing.,32589.0,36914.0
131803.0,Strayer University-District of Columbia,"Computer and Information Sciences, General.",41760.0,59686.0
131803.0,Strayer University-District of Columbia,Information Science/Studies.,42699.0,66456.0
131803.0,Strayer University-District of Columbia,Computer/Information Technology Administration and Management.,,
131803.0,Strayer University-District of Columbia,Criminal Justice and Corrections.,48001.0,38520.0
131803.0,Strayer University-District of Columbia,Economics.,,
131803.0,Strayer University-District of Columbia,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",35864.0,
131803.0,Strayer University-District of Columbia,"Business/Commerce, General.",47169.0,47245.0
131803.0,Strayer University-District of Columbia,"Business Administration, Management and Operations.",,
131803.0,Strayer University-District of Columbia,Accounting and Related Services.,47164.0,47363.0
131803.0,Strayer University-District of Columbia,International Business.,,
133465.0,South University-West Palm Beach,Legal Support Services.,41831.0,33600.0
133465.0,South University-West Palm Beach,"Psychology, General.",47750.0,26893.0
133465.0,South University-West Palm Beach,Criminal Justice and Corrections.,48177.0,33655.0
133465.0,South University-West Palm Beach,Health and Medical Administrative Services.,48192.0,33436.0
133465.0,South University-West Palm Beach,Public Health.,47839.0,29498.0
133465.0,South University-West Palm Beach,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",39647.0,65499.0
133465.0,South University-West Palm Beach,"Business Administration, Management and Operations.",47764.0,37748.0
133997.0,Florida Career College-Miami,Health and Medical Administrative Services.,,
134237.0,Full Sail University,Communication and Media Studies.,36538.0,29410.0
134237.0,Full Sail University,"Public Relations, Advertising, and Applied Communication.",34596.0,31029.0
134237.0,Full Sail University,Communications Technology/Technician.,24585.0,19001.0
134237.0,Full Sail University,Audiovisual Communications Technologies/Technicians.,40905.0,23850.0
134237.0,Full Sail University,Graphic Communications.,,22247.0
134237.0,Full Sail University,"Computer and Information Sciences, General.",25558.0,53833.0
134237.0,Full Sail University,Computer Programming.,37317.0,49514.0
134237.0,Full Sail University,Computer Science.,24387.0,48227.0
134237.0,Full Sail University,Computer Software and Media Applications.,,30956.0
134237.0,Full Sail University,Computer/Information Technology Administration and Management.,40486.0,53068.0
134237.0,Full Sail University,Computer Engineering.,23963.0,55124.0
134237.0,Full Sail University,Computer Engineering Technologies/Technicians.,25704.0,43253.0
134237.0,Full Sail University,Rhetoric and Composition/Writing Studies.,37317.0,19859.0
134237.0,Full Sail University,Human Computer Interaction.,34214.0,25032.0
134237.0,Full Sail University,"Visual and Performing Arts, General.",31251.0,18264.0
134237.0,Full Sail University,Design and Applied Arts.,37472.0,28143.0
134237.0,Full Sail University,Drama/Theatre Arts and Stagecraft.,24880.0,28565.0
134237.0,Full Sail University,Film/Video and Photographic Arts.,30283.0,18806.0
134237.0,Full Sail University,Fine and Studio Arts.,31976.0,19389.0
134237.0,Full Sail University,Music.,32399.0,24984.0
134237.0,Full Sail University,"Arts, Entertainment,and Media Management.",37582.0,25790.0
134237.0,Full Sail University,"Business Administration, Management and Operations.",,36993.0
134237.0,Full Sail University,Marketing.,45710.0,33217.0
134811.0,AI Miami International University of Art and Design,Audiovisual Communications Technologies/Technicians.,,25953.0
134811.0,AI Miami International University of Art and Design,Graphic Communications.,37078.0,
134811.0,AI Miami International University of Art and Design,Computer Software and Media Applications.,39307.0,35712.0
134811.0,AI Miami International University of Art and Design,Culinary Arts and Related Services.,34834.0,29862.0
134811.0,AI Miami International University of Art and Design,Design and Applied Arts.,37642.0,28700.0
134811.0,AI Miami International University of Art and Design,Film/Video and Photographic Arts.,35170.0,22344.0
134811.0,AI Miami International University of Art and Design,Fine and Studio Arts.,,19378.0
134811.0,AI Miami International University of Art and Design,"Specialized Sales, Merchandising and  Marketing Operations.",39668.0,31531.0
138309.0,Rasmussen University-Florida,Information Science/Studies.,26167.0,
138309.0,Rasmussen University-Florida,Computer Systems Analysis.,,66682.0
138309.0,Rasmussen University-Florida,Computer Science.,38542.0,56886.0
138309.0,Rasmussen University-Florida,Computer/Information Technology Administration and Management.,42213.0,52103.0
138309.0,Rasmussen University-Florida,Educational Administration and Supervision.,36433.0,32516.0
138309.0,Rasmussen University-Florida,Criminal Justice and Corrections.,42183.0,39439.0
138309.0,Rasmussen University-Florida,"Human Services, General.",43310.0,
138309.0,Rasmussen University-Florida,"Visual and Performing Arts, General.",,
138309.0,Rasmussen University-Florida,Design and Applied Arts.,38812.0,
138309.0,Rasmussen University-Florida,Health and Medical Administrative Services.,40435.0,42125.0
138309.0,Rasmussen University-Florida,Public Health.,38612.0,31854.0
138309.0,Rasmussen University-Florida,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",38967.0,66327.0
138309.0,Rasmussen University-Florida,"Business Administration, Management and Operations.",36809.0,49340.0
138309.0,Rasmussen University-Florida,Accounting and Related Services.,38495.0,47670.0
138309.0,Rasmussen University-Florida,Finance and Financial Management Services.,32694.0,48056.0
138309.0,Rasmussen University-Florida,Human Resources Management and Services.,38596.0,45188.0
138309.0,Rasmussen University-Florida,Marketing.,37488.0,44306.0
138813.0,The Art Institute of Atlanta,Audiovisual Communications Technologies/Technicians.,39708.0,26808.0
138813.0,The Art Institute of Atlanta,Graphic Communications.,,
138813.0,The Art Institute of Atlanta,Computer Software and Media Applications.,40533.0,28196.0
138813.0,The Art Institute of Atlanta,Culinary Arts and Related Services.,39911.0,28105.0
138813.0,The Art Institute of Atlanta,Design and Applied Arts.,39317.0,23649.0
138813.0,The Art Institute of Atlanta,Film/Video and Photographic Arts.,38467.0,20041.0
138813.0,The Art Institute of Atlanta,Fine and Studio Arts.,37644.0,20537.0
138813.0,The Art Institute of Atlanta,"Specialized Sales, Merchandising and  Marketing Operations.",,24797.0
139579.0,South University-Savannah,"Public Relations, Advertising, and Applied Communication.",,
139579.0,South University-Savannah,Information Science/Studies.,47362.0,39831.0
139579.0,South University-Savannah,Computer Software and Media Applications.,,
139579.0,South University-Savannah,Computer/Information Technology Administration and Management.,,
139579.0,South University-Savannah,Legal Support Services.,41831.0,33600.0
139579.0,South University-Savannah,Behavioral Sciences.,,
139579.0,South University-Savannah,"Psychology, General.",47750.0,26893.0
139579.0,South University-Savannah,Criminal Justice and Corrections.,48177.0,33655.0
139579.0,South University-Savannah,Design and Applied Arts.,,
139579.0,South University-Savannah,Fine and Studio Arts.,,
139579.0,South University-Savannah,"Health Services/Allied Health/Health Sciences, General.",53011.0,31369.0
139579.0,South University-Savannah,Health and Medical Administrative Services.,48192.0,33436.0
139579.0,South University-Savannah,Health/Medical Preparatory Programs.,,
139579.0,South University-Savannah,Public Health.,47839.0,29498.0
139579.0,South University-Savannah,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",39647.0,65499.0
139579.0,South University-Savannah,"Business Administration, Management and Operations.",47764.0,37748.0
139579.0,South University-Savannah,Accounting and Related Services.,,
139579.0,South University-Savannah,"Specialized Sales, Merchandising and  Marketing Operations.",,
142887.0,American Academy of Art College,Graphic Communications.,,
142887.0,American Academy of Art College,Computer Software and Media Applications.,,
142887.0,American Academy of Art College,Design and Applied Arts.,,22434.0
142887.0,American Academy of Art College,Film/Video and Photographic Arts.,,
142887.0,American Academy of Art College,Fine and Studio Arts.,,23217.0
151467.0,International Business College-Indianapolis,Computer Programming.,,
151467.0,International Business College-Indianapolis,Design and Applied Arts.,,
151467.0,International Business College-Indianapolis,Allied Health and Medical Assisting Services.,,
151467.0,International Business College-Indianapolis,Accounting and Related Services.,,
151467.0,International Business College-Indianapolis,Business Operations Support and Assistant Services.,,
151467.0,International Business College-Indianapolis,Hospitality Administration/Management.,,
151467.0,International Business College-Indianapolis,"General Sales, Merchandising and Related Marketing Operations.",,
153427.0,Orion Technical College,Electrical Engineering Technologies/Technicians.,,44435.0
154022.0,Ashford University,Natural Resources Conservation and Research.,38463.0,43299.0
154022.0,Ashford University,Communication and Media Studies.,33915.0,42847.0
154022.0,Ashford University,Journalism.,40474.0,30487.0
154022.0,Ashford University,"Computer and Information Sciences, General.",,
154022.0,Ashford University,Computer Science.,,
154022.0,Ashford University,Computer Software and Media Applications.,,
154022.0,Ashford University,Computer/Information Technology Administration and Management.,,
154022.0,Ashford University,"Education, General.",40654.0,30317.0
154022.0,Ashford University,Educational/Instructional Media Design.,33357.0,59651.0
154022.0,Ashford University,"Educational Assessment, Evaluation, and Research.",40486.0,22858.0
154022.0,Ashford University,Social and Philosophical Foundations of Education.,,
154022.0,Ashford University,Special Education and Teaching.,32593.0,
154022.0,Ashford University,"Teacher Education and Professional Development, Specific Levels and Methods.",40131.0,28494.0
154022.0,Ashford University,"Teacher Education and Professional Development, Specific Subject Areas.",,
154022.0,Ashford University,Teaching English or French as a Second or Foreign Language.,34858.0,
154022.0,Ashford University,"Education, Other.",,
154022.0,Ashford University,Computer Engineering.,,
154022.0,Ashford University,"Linguistic, Comparative, and Related Language Studies and Services.",42162.0,21627.0
154022.0,Ashford University,Family and Consumer Economics and Related Studies.,41790.0,
154022.0,Ashford University,"Human Development, Family Studies, and Related Services.",37112.0,28067.0
154022.0,Ashford University,"English Language and Literature, General.",39521.0,27029.0
154022.0,Ashford University,"English Language and Literature/Letters, Other.",,
154022.0,Ashford University,"Liberal Arts and Sciences, General Studies and Humanities.",30198.0,43529.0
154022.0,Ashford University,Library Science and Administration.,36498.0,26165.0
154022.0,Ashford University,"Biology, General.",,
154022.0,Ashford University,Military Applied Sciences.,,
154022.0,Ashford University,Gerontology.,,34233.0
154022.0,Ashford University,Behavioral Sciences.,45366.0,30127.0
154022.0,Ashford University,Sustainability Studies.,,
154022.0,Ashford University,Health and Physical Education/Fitness.,35310.0,37247.0
154022.0,Ashford University,"Psychology, General.",40059.0,32482.0
154022.0,Ashford University,Criminal Justice and Corrections.,34733.0,43251.0
154022.0,Ashford University,Public Administration.,,43833.0
154022.0,Ashford University,"Social Sciences, General.",39955.0,33212.0
154022.0,Ashford University,Anthropology.,38280.0,25762.0
154022.0,Ashford University,Political Science and Government.,30608.0,42042.0
154022.0,Ashford University,Sociology.,36521.0,33394.0
154022.0,Ashford University,"Visual and Performing Arts, General.",,
154022.0,Ashford University,Design and Applied Arts.,,
154022.0,Ashford University,"Health Services/Allied Health/Health Sciences, General.",40181.0,31113.0
154022.0,Ashford University,Health and Medical Administrative Services.,41172.0,36421.0
154022.0,Ashford University,Mental and Social Health Services and Allied Professions.,45144.0,29411.0
154022.0,Ashford University,Alternative and Complementary Medicine and Medical Systems.,36906.0,28875.0
154022.0,Ashford University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
154022.0,Ashford University,"Business Administration, Management and Operations.",33135.0,52247.0
154022.0,Ashford University,Accounting and Related Services.,37669.0,41637.0
154022.0,Ashford University,Business/Managerial Economics.,33571.0,55719.0
154022.0,Ashford University,Entrepreneurial and Small Business Operations.,40272.0,31202.0
154022.0,Ashford University,Finance and Financial Management Services.,31383.0,49321.0
154022.0,Ashford University,Human Resources Management and Services.,37639.0,45572.0
154022.0,Ashford University,International Business.,28229.0,49012.0
154022.0,Ashford University,Management Information Systems and Services.,35134.0,56178.0
154022.0,Ashford University,Marketing.,35929.0,45479.0
154022.0,Ashford University,Real Estate.,38263.0,40566.0
154022.0,Ashford University,History.,38419.0,38970.0
154518.0,Waldorf University,Communication and Media Studies.,28086.0,30024.0
154518.0,Waldorf University,"Teacher Education and Professional Development, Specific Levels and Methods.",26216.0,41470.0
154518.0,Waldorf University,Teaching Assistants/Aides.,,
154518.0,Waldorf University,Quality Control and Safety Technologies/Technicians.,25955.0,65975.0
154518.0,Waldorf University,"Foods, Nutrition, and Related Services.",,
154518.0,Waldorf University,"English Language and Literature, General.",,
154518.0,Waldorf University,Rhetoric and Composition/Writing Studies.,,
154518.0,Waldorf University,"Liberal Arts and Sciences, General Studies and Humanities.",,
154518.0,Waldorf University,"Biology, General.",,
154518.0,Waldorf University,Health and Physical Education/Fitness.,,
154518.0,Waldorf University,"Psychology, General.",30043.0,31432.0
154518.0,Waldorf University,Criminal Justice and Corrections.,26280.0,50817.0
154518.0,Waldorf University,Fire Protection.,23050.0,74071.0
154518.0,Waldorf University,Homeland Security.,25619.0,54510.0
154518.0,Waldorf University,Drama/Theatre Arts and Stagecraft.,,
154518.0,Waldorf University,Music.,,
154518.0,Waldorf University,Health and Medical Administrative Services.,29745.0,52459.0
154518.0,Waldorf University,"Business/Commerce, General.",27211.0,44915.0
