UNITID,INSTNM,Institution_Type,Major_Code,CIPDESC,CREDLEV,CREDDESC,Avg_Student_Debt,Earnings_1Yr,Earnings_2Yr,Earnings_3Yr,EARN_MDN_1YR,Earnings_4Yr,Earnings_5Yr
101912.0,Oakwood University,"Private, nonprofit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",301,Natural Resources Conservation and Research.,5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",1304,Educational Administration and Supervision.,5,Master's Degree,,52967,54851,57875,58075,61826,67148
102049.0,Samford University,"Private, nonprofit",1305,Educational/Instructional Media Design.,5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",1310,Special Education and Teaching.,5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,,44337,43638,46369,47683,50366,54800
102049.0,Samford University,"Private, nonprofit",1313,"Teacher Education and Professional Development, Specific Subject Areas.",5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",1505,Environmental Control Technologies/Technicians.,5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",1905,"Foods, Nutrition, and Related Services.",5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",2202,Legal Research and Advanced Professional Studies.,5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",3903,Missions/Missionary Studies and Missiology.,5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",3905,Religious/Sacred Music.,5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",3906,Theological and Ministerial Studies.,5,Master's Degree,,37947,39585,46442,37532,57125,59090
102049.0,Samford University,"Private, nonprofit",4407,Social Work.,5,Master's Degree,,35457,,,44603,,
102049.0,Samford University,"Private, nonprofit",5009,Music.,5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",5102,Communication Disorders Sciences and Services.,5,Master's Degree,,49829,,,47835,,
102049.0,Samford University,"Private, nonprofit",5107,Health and Medical Administrative Services.,5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",5122,Public Health.,5,Master's Degree,,,,,57501,,
102049.0,Samford University,"Private, nonprofit",5123,Rehabilitation and Therapeutic Professions.,5,Master's Degree,,78736,,,74311,,
102049.0,Samford University,"Private, nonprofit",5127,Medical Illustration and Informatics.,5,Master's Degree,,,,,,,
102049.0,Samford University,"Private, nonprofit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,Master's Degree,,97811,99380,104909,156772,109173,116262
102049.0,Samford University,"Private, nonprofit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,75518,52107,,61019,80169,82851
102049.0,Samford University,"Private, nonprofit",5203,Accounting and Related Services.,5,Master's Degree,,56217,59124,64364,63075,73641,84371
102234.0,Spring Hill College,"Private, nonprofit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,,,,,,,
102234.0,Spring Hill College,"Private, nonprofit",1313,"Teacher Education and Professional Development, Specific Subject Areas.",5,Master's Degree,,,,,,,
102234.0,Spring Hill College,"Private, nonprofit",2401,"Liberal Arts and Sciences, General Studies and Humanities.",5,Master's Degree,,,,,,,
102234.0,Spring Hill College,"Private, nonprofit",3802,Religion/Religious Studies.,5,Master's Degree,,,,,,,
102234.0,Spring Hill College,"Private, nonprofit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,Master's Degree,,,,,,,
102234.0,Spring Hill College,"Private, nonprofit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,,,,,,
102298.0,Talladega College,"Private, nonprofit",1110,Computer/Information Technology Administration and Management.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",101,Agricultural Business and Management.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",109,Animal Sciences.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",111,Plant Sciences.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",112,Soil Sciences.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",301,Natural Resources Conservation and Research.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",302,Natural Resources Management and Policy.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",1101,"Computer and Information Sciences, General.",5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",1107,Computer Science.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",1110,Computer/Information Technology Administration and Management.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",1301,"Education, General.",5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",1407,Chemical Engineering.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",1410,"Electrical, Electronics and Communications Engineering.",5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",1418,Materials Engineering,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",1419,Mechanical Engineering.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",1905,"Foods, Nutrition, and Related Services.",5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",2601,"Biology, General.",5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",4005,Chemistry.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",4010,Materials Sciences.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",5122,Public Health.,5,Master's Degree,,,,,,,
102377.0,Tuskegee University,"Private, nonprofit",5123,Rehabilitation and Therapeutic Professions.,5,Master's Degree,,51709,61516,,48303,,
102395.0,United States Sports Academy,"Private, nonprofit",1313,"Teacher Education and Professional Development, Specific Subject Areas.",5,Master's Degree,,,,,,,
102395.0,United States Sports Academy,"Private, nonprofit",3103,"Parks, Recreation and Leisure Facilities Management.",5,Master's Degree,,,,,,,
102395.0,United States Sports Academy,"Private, nonprofit",3105,Health and Physical Education/Fitness.,5,Master's Degree,,51420,41789,48384,54034,48238,56183
102669.0,Alaska Pacific University,"Private, nonprofit",301,Natural Resources Conservation and Research.,5,Master's Degree,,,,,,,
102669.0,Alaska Pacific University,"Private, nonprofit",2401,"Liberal Arts and Sciences, General Studies and Humanities.",5,Master's Degree,,,,,,,
102669.0,Alaska Pacific University,"Private, nonprofit",3106,Outdoor Education.,5,Master's Degree,,,,,,,
102669.0,Alaska Pacific University,"Private, nonprofit",4228,"Clinical, Counseling and Applied Psychology.",5,Master's Degree,,55766,,,,,
102669.0,Alaska Pacific University,"Private, nonprofit",5122,Public Health.,5,Master's Degree,,,,,,,
102669.0,Alaska Pacific University,"Private, nonprofit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,84369,81333,,,,
102669.0,Alaska Pacific University,"Private, nonprofit",5208,Finance and Financial Management Services.,5,Master's Degree,,,,,,,
102669.0,Alaska Pacific University,"Private, nonprofit",5212,Management Information Systems and Services.,5,Master's Degree,,,,,,,
104188.0,Southwest University of Visual Arts-Tucson,"Private, nonprofit",1003,Graphic Communications.,5,Master's Degree,,,,,,,
104188.0,Southwest University of Visual Arts-Tucson,"Private, nonprofit",5007,Fine and Studio Arts.,5,Master's Degree,,,,,,,
104586.0,Embry-Riddle Aeronautical University-Prescott,"Private, nonprofit",4509,International Relations and National Security Studies.,5,Master's Degree,,,,,,,
104586.0,Embry-Riddle Aeronautical University-Prescott,"Private, nonprofit",4901,Air Transportation.,5,Master's Degree,,78896,77039,84059,91764,92094,105418
104665.0,The School of Architecture,"Private, nonprofit",402,Architecture.,5,Master's Degree,,,,,,,
104665.0,The School of Architecture,"Private, nonprofit",409,Architectural Sciences and Technology.,5,Master's Degree,,,,,,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",1110,Computer/Information Technology Administration and Management.,5,Master's Degree,,,,,,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",1303,Curriculum and Instruction.,5,Master's Degree,,,,,,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",1304,Educational Administration and Supervision.,5,Master's Degree,,,,,,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",1305,Educational/Instructional Media Design.,5,Master's Degree,,,,,,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",1310,Special Education and Teaching.,5,Master's Degree,,,,,,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",1311,Student Counseling and Personnel Services.,5,Master's Degree,,48586,,,,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,,,,,,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",1313,"Teacher Education and Professional Development, Specific Subject Areas.",5,Master's Degree,,,,,,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",4228,"Clinical, Counseling and Applied Psychology.",5,Master's Degree,,50439,,,52174,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",5107,Health and Medical Administrative Services.,5,Master's Degree,,,,,,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",5115,Mental and Social Health Services and Allied Professions.,5,Master's Degree,,,,,,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",5123,Rehabilitation and Therapeutic Professions.,5,Master's Degree,,,,,,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,76940,,,61364,,
105367.0,Ottawa University-Phoenix,"Private, nonprofit",5210,Human Resources Management and Services.,5,Master's Degree,,,,,,,
105589.0,Prescott College,"Private, nonprofit",301,Natural Resources Conservation and Research.,5,Master's Degree,,,,,,,
105589.0,Prescott College,"Private, nonprofit",399,"Natural Resources and Conservation, Other.",5,Master's Degree,,,,,,,
105589.0,Prescott College,"Private, nonprofit",1301,"Education, General.",5,Master's Degree,,,,,,,
105589.0,Prescott College,"Private, nonprofit",1304,Educational Administration and Supervision.,5,Master's Degree,,,,,,,
105589.0,Prescott College,"Private, nonprofit",1310,Special Education and Teaching.,5,Master's Degree,,,,,,,
105589.0,Prescott College,"Private, nonprofit",1311,Student Counseling and Personnel Services.,5,Master's Degree,,,,,,,
105589.0,Prescott College,"Private, nonprofit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,,,,,54860,,
105589.0,Prescott College,"Private, nonprofit",1399,"Education, Other.",5,Master's Degree,,,,,,,
105589.0,Prescott College,"Private, nonprofit",2401,"Liberal Arts and Sciences, General Studies and Humanities.",5,Master's Degree,,,,,,,
105589.0,Prescott College,"Private, nonprofit",3106,Outdoor Education.,5,Master's Degree,,,,,,,
105589.0,Prescott College,"Private, nonprofit",4201,"Psychology, General.",5,Master's Degree,,,,,,,
105589.0,Prescott College,"Private, nonprofit",4228,"Clinical, Counseling and Applied Psychology.",5,Master's Degree,,,,,,,
105589.0,Prescott College,"Private, nonprofit",4402,Community Organization and Advocacy.,5,Master's Degree,,,,,44151,,
105589.0,Prescott College,"Private, nonprofit",5115,Mental and Social Health Services and Allied Professions.,5,Master's Degree,,,43426,,,,
105589.0,Prescott College,"Private, nonprofit",5123,Rehabilitation and Therapeutic Professions.,5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",1301,"Education, General.",5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",1303,Curriculum and Instruction.,5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",1304,Educational Administration and Supervision.,5,Master's Degree,,48088,58221,62592,59801,68683,77101
107044.0,Harding University,"Private, nonprofit",1310,Special Education and Teaching.,5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",1311,Student Counseling and Personnel Services.,5,Master's Degree,,41163,41193,40607,47027,49969,53414
107044.0,Harding University,"Private, nonprofit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,,41788,40037,40595,46580,44902,47603
107044.0,Harding University,"Private, nonprofit",1313,"Teacher Education and Professional Development, Specific Subject Areas.",5,Master's Degree,,40320,42682,41628,,46065,52241
107044.0,Harding University,"Private, nonprofit",1314,Teaching English or French as a Second or Foreign Language.,5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",1399,"Education, Other.",5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",1609,"Romance Languages, Literatures, and Linguistics.",5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",2301,"English Language and Literature, General.",5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",2401,"Liberal Arts and Sciences, General Studies and Humanities.",5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",3017,Behavioral Sciences.,5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",3105,Health and Physical Education/Fitness.,5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",3902,Bible/Biblical Studies.,5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",3906,Theological and Ministerial Studies.,5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",3907,Pastoral Counseling and Specialized Ministries.,5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",5007,Fine and Studio Arts.,5,Master's Degree,,,,,,,
107044.0,Harding University,"Private, nonprofit",5102,Communication Disorders Sciences and Services.,5,Master's Degree,,57466,50105,44414,56038,54726,46164
107044.0,Harding University,"Private, nonprofit",5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",5,Master's Degree,,101011,106978,105028,105625,109264,117575
107044.0,Harding University,"Private, nonprofit",5115,Mental and Social Health Services and Allied Professions.,5,Master's Degree,,,32925,,,,
107044.0,Harding University,"Private, nonprofit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,Master's Degree,,88618,,,98354,,
107044.0,Harding University,"Private, nonprofit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,56933,67101,88179,88820,85078,95838
107044.0,Harding University,"Private, nonprofit",5401,History.,5,Master's Degree,,,,,,,
107080.0,Hendrix College,"Private, nonprofit",5203,Accounting and Related Services.,5,Master's Degree,,,,,,,
107141.0,John Brown University,"Private, nonprofit",1303,Curriculum and Instruction.,5,Master's Degree,,,,,,,
107141.0,John Brown University,"Private, nonprofit",1304,Educational Administration and Supervision.,5,Master's Degree,,,,,,,
107141.0,John Brown University,"Private, nonprofit",1311,Student Counseling and Personnel Services.,5,Master's Degree,,,,,,,
107141.0,John Brown University,"Private, nonprofit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,,,,,51880,,
107141.0,John Brown University,"Private, nonprofit",5004,Design and Applied Arts.,5,Master's Degree,,,,,,,
107141.0,John Brown University,"Private, nonprofit",5115,Mental and Social Health Services and Allied Professions.,5,Master's Degree,,38458,39009,40380,46451,41336,51946
107141.0,John Brown University,"Private, nonprofit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,66740,74105,83430,97090,94915,105589
107877.0,Williams Baptist University,"Private, nonprofit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,,,,,,,
108269.0,Academy of Chinese Culture and Health Sciences,"Private, nonprofit",5133,Alternative and Complementary Medicine and Medical Systems.,5,Master's Degree,,,,,,,
108861.0,Berkeley School of Theology,"Private, nonprofit",3906,Theological and Ministerial Studies.,5,Master's Degree,,,,,,,
108861.0,Berkeley School of Theology,"Private, nonprofit",3999,"Theology and Religious Vocations, Other.",5,Master's Degree,,,,,,,
108870.0,American Film Institute Conservatory,"Private, nonprofit",5006,Film/Video and Photographic Arts.,5,Master's Degree,,34698,,35611,20358,40570,48347
109086.0,American Conservatory Theater,"Private, nonprofit",5005,Drama/Theatre Arts and Stagecraft.,5,Master's Degree,,,18087,27588,,14161,
109651.0,Art Center College of Design,"Private, nonprofit",409,Architectural Sciences and Technology.,5,Master's Degree,,,,,,,
109651.0,Art Center College of Design,"Private, nonprofit",1108,Computer Software and Media Applications.,5,Master's Degree,,,,,,,
109651.0,Art Center College of Design,"Private, nonprofit",1508,Mechanical Engineering Related Technologies/Technicians.,5,Master's Degree,,,,,,,
109651.0,Art Center College of Design,"Private, nonprofit",1515,Engineering-Related Fields.,5,Master's Degree,,,,,,,
109651.0,Art Center College of Design,"Private, nonprofit",5004,Design and Applied Arts.,5,Master's Degree,,,,,,,
109651.0,Art Center College of Design,"Private, nonprofit",5006,Film/Video and Photographic Arts.,5,Master's Degree,,,11851,,,,
109651.0,Art Center College of Design,"Private, nonprofit",5007,Fine and Studio Arts.,5,Master's Degree,,17249,,,,,
109785.0,Azusa Pacific University,"Private, nonprofit",1101,"Computer and Information Sciences, General.",5,Master's Degree,,,100414,,,,
109785.0,Azusa Pacific University,"Private, nonprofit",1301,"Education, General.",5,Master's Degree,,57617,60234,65281,63794,71843,80698
109785.0,Azusa Pacific University,"Private, nonprofit",1304,Educational Administration and Supervision.,5,Master's Degree,,,,,94996,,
109785.0,Azusa Pacific University,"Private, nonprofit",1313,"Teacher Education and Professional Development, Specific Subject Areas.",5,Master's Degree,,64189,49787,61787,64084,70067,76528
109785.0,Azusa Pacific University,"Private, nonprofit",1314,Teaching English or French as a Second or Foreign Language.,5,Master's Degree,,28775,30771,27184,44473,41563,42492
109785.0,Azusa Pacific University,"Private, nonprofit",2301,"English Language and Literature, General.",5,Master's Degree,,,,,,,
109785.0,Azusa Pacific University,"Private, nonprofit",2612,Biotechnology.,5,Master's Degree,,,,,71297,,
109785.0,Azusa Pacific University,"Private, nonprofit",3904,Religious Education.,5,Master's Degree,,,37208,,,,
109785.0,Azusa Pacific University,"Private, nonprofit",3906,Theological and Ministerial Studies.,5,Master's Degree,,39190,32569,,,31657,46443
109785.0,Azusa Pacific University,"Private, nonprofit",4201,"Psychology, General.",5,Master's Degree,,,,,47262,,
109785.0,Azusa Pacific University,"Private, nonprofit",4227,Research and Experimental Psychology.,5,Master's Degree,,,,,,,
109785.0,Azusa Pacific University,"Private, nonprofit",4228,"Clinical, Counseling and Applied Psychology.",5,Master's Degree,,45880,,,,,
109785.0,Azusa Pacific University,"Private, nonprofit",4299,"Psychology, Other.",5,Master's Degree,,49007,41937,45350,56057,55069,66624
109785.0,Azusa Pacific University,"Private, nonprofit",4407,Social Work.,5,Master's Degree,,53540,54082,57340,61612,64414,78483
109785.0,Azusa Pacific University,"Private, nonprofit",4599,"Social Sciences, Other.",5,Master's Degree,,45696,43368,48484,46937,53593,58049
109785.0,Azusa Pacific University,"Private, nonprofit",5005,Drama/Theatre Arts and Stagecraft.,5,Master's Degree,,,,,,,
109785.0,Azusa Pacific University,"Private, nonprofit",5007,Fine and Studio Arts.,5,Master's Degree,,45360,42682,,49560,,
109785.0,Azusa Pacific University,"Private, nonprofit",5009,Music.,5,Master's Degree,,,,,37001,,
109785.0,Azusa Pacific University,"Private, nonprofit",5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",5,Master's Degree,,,,,37057,,
109785.0,Azusa Pacific University,"Private, nonprofit",5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,Master's Degree,,115116,106724,118408,122638,127490,137727
109785.0,Azusa Pacific University,"Private, nonprofit",5201,"Business/Commerce, General.",5,Master's Degree,,61760,54585,62117,68234,70849,83478
109785.0,Azusa Pacific University,"Private, nonprofit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,65482,59425,67433,69240,76927,87027
109785.0,Azusa Pacific University,"Private, nonprofit",5203,Accounting and Related Services.,5,Master's Degree,,,,,,,
109785.0,Azusa Pacific University,"Private, nonprofit",5210,Human Resources Management and Services.,5,Master's Degree,,43917,,,52927,,
110060.0,Bethesda University,"Private, nonprofit",3902,Bible/Biblical Studies.,5,Master's Degree,,,,,,,
110060.0,Bethesda University,"Private, nonprofit",3906,Theological and Ministerial Studies.,5,Master's Degree,,,,,,,
110060.0,Bethesda University,"Private, nonprofit",5009,Music.,5,Master's Degree,,,,,,,
110060.0,Bethesda University,"Private, nonprofit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",1301,"Education, General.",5,Master's Degree,,49980,51273,52274,59817,56738,67062
110097.0,Biola University,"Private, nonprofit",1303,Curriculum and Instruction.,5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",1310,Special Education and Teaching.,5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",1314,Teaching English or French as a Second or Foreign Language.,5,Master's Degree,,,47260,,,,
110097.0,Biola University,"Private, nonprofit",1601,"Linguistic, Comparative, and Related Language Studies and Services.",5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",3023,Intercultural/Multicultural and Diversity Studies.,5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",3800,"Philosophy and Religious Studies, General.",5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",3801,Philosophy.,5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",3899,"Philosophy and Religious Studies, Other.",5,Master's Degree,,61522,53775,40589,54958,56657,76926
110097.0,Biola University,"Private, nonprofit",3902,Bible/Biblical Studies.,5,Master's Degree,,42078,41565,31283,50058,34302,40757
110097.0,Biola University,"Private, nonprofit",3903,Missions/Missionary Studies and Missiology.,5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",3904,Religious Education.,5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",3906,Theological and Ministerial Studies.,5,Master's Degree,,40448,38289,40971,42625,44288,51063
110097.0,Biola University,"Private, nonprofit",3907,Pastoral Counseling and Specialized Ministries.,5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",3999,"Theology and Religious Vocations, Other.",5,Master's Degree,,39608,33993,38029,30120,42959,53899
110097.0,Biola University,"Private, nonprofit",4228,"Clinical, Counseling and Applied Psychology.",5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",4502,Anthropology.,5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",5102,Communication Disorders Sciences and Services.,5,Master's Degree,,61355,,,70949,,
110097.0,Biola University,"Private, nonprofit",5201,"Business/Commerce, General.",5,Master's Degree,,71466,90856,,72766,,
110097.0,Biola University,"Private, nonprofit",5202,"Business Administration, Management and Operations.",5,Master's Degree,,,,,,,
110097.0,Biola University,"Private, nonprofit",5203,Accounting and Related Services.,5,Master's Degree,,63404,,,74838,,
110316.0,California Institute of Integral Studies,"Private, nonprofit",502,"Ethnic, Cultural Minority, Gender, and Group Studies.",5,Master's Degree,,,,,,,
110316.0,California Institute of Integral Studies,"Private, nonprofit",2313,Rhetoric and Composition/Writing Studies.,5,Master's Degree,,,,,,,
110316.0,California Institute of Integral Studies,"Private, nonprofit",3026,Cultural Studies/Critical Theory and Analysis.,5,Master's Degree,,,,,,,
110316.0,California Institute of Integral Studies,"Private, nonprofit",3099,"Multi/Interdisciplinary Studies, Other.",5,Master's Degree,,,,,,,
110316.0,California Institute of Integral Studies,"Private, nonprofit",3899,"Philosophy and Religious Studies, Other.",5,Master's Degree,,,,,,,
110316.0,California Institute of Integral Studies,"Private, nonprofit",4201,"Psychology, General.",5,Master's Degree,,,,,,,
110316.0,California Institute of Integral Studies,"Private, nonprofit",4228,"Clinical, Counseling and Applied Psychology.",5,Master's Degree,,37233,35327,46773,44236,57904,57411
